분류,주성분코드,제품수,업체수,예시제품,주성분명
325,608000BIJ,3,2,오마프원페리주_(1904mL),L-threonine
325,608000BIJ,3,2,오마프원페리주_(1904mL),L-tryptophan
325,608000BIJ,3,2,오마프원페리주_(1904mL),L-tyrosine
325,608000BIJ,3,2,오마프원페리주_(1904mL),L-valine
325,608000BIJ,3,2,오마프원페리주_(1904mL),magnesium sulphate heptahydrate
325,608000BIJ,3,2,오마프원페리주_(1904mL),medium-chain triglycerides
325,608000BIJ,3,2,오마프원페리주_(1904mL),potassium chloride
325,608000BIJ,3,2,오마프원페리주_(1904mL),purified fish oil
325,608000BIJ,3,2,오마프원페리주_(1904mL),purified olive oil
325,608000BIJ,3,2,오마프원페리주_(1904mL),purified soybean oil
325,608000BIJ,3,2,오마프원페리주_(1904mL),sodium acetate trihydrate
325,608000BIJ,3,2,오마프원페리주_(1904mL),sodium glycerophosphate
325,608000BIJ,3,2,오마프원페리주_(1904mL),taurine
325,608000BIJ,3,2,오마프원페리주_(1904mL),zinc sulphate heptahydrate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),calcium chloride dihydrate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),glucose monohydrate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),glycine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-alanine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-arginine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-aspartic acid
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-glutamic acid
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-histidine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-isoleucine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-leucine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-lysine acetate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-methionine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-phenylalanine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-proline
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-serine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-threonine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-tryptophan
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-tyrosine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),L-valine
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),magnesium chloride hexahydrate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),potassium chloride
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),purified olive oil and purified soybean oil(8:2)
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),sodium acetate trihydrate
325,619400BIJ,1,1,올리멜엔9이주_(1000mL),sodium glycerophosphate hydrate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),calcium chloride dihydrate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),glucose monohydrate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),glycine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-alanine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-arginine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-aspartic acid
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-glutamic acid
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-histidine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-isoleucine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-leucine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-lysine acetate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-methionine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-phenylalanine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-proline
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-serine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-threonine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-tryptophan
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-tyrosine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),L-valine
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),magnesium chloride hexahydrate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),potassium chloride
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),purified olive oil and purified soybean oil(8:2)
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),sodium acetate trihydrate
325,619500BIJ,1,1,올리멜엔9이주_(1500mL),sodium glycerophosphate hydrate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),calcium chloride dihydrate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),glucose monohydrate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),glycine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-alanine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-arginine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-aspartic acid
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-glutamic acid
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-histidine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-isoleucine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-leucine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-lysine acetate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-methionine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-phenylalanine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-proline
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-serine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-threonine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-tryptophan
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-tyrosine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),L-valine
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),magnesium chloride hexahydrate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),potassium chloride
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),purified olive oil and purified soybean oil(8:2)
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),sodium acetate trihydrate
325,619600BIJ,1,1,올리멜엔9이주_(2000mL),sodium glycerophosphate hydrate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),calcium chloride dihydrate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),glucose monohydrate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),glycine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-alanine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-arginine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-aspartic acid
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-glutamic acid
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-histidine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-isoleucine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-leucine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-lysine acetate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-methionine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-phenylalanine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-proline
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-serine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-threonine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-tryptophan
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-tyrosine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),L-valine
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),magnesium chloride hexahydrate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),potassium chloride
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),purified olive oil and purified soybean oil(8:2)
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),sodium acetate trihydrate
325,619700BIJ,1,1,페리올리멜엔4이주_(1000mL),sodium glycerophosphate hydrate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),calcium chloride dihydrate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),glucose monohydrate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),glycine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-alanine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-arginine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-aspartic acid
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-glutamic acid
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-histidine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-isoleucine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-leucine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-lysine acetate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-methionine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-phenylalanine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-proline
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-serine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-threonine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-tryptophan
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-tyrosine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),L-valine
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),magnesium chloride hexahydrate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),potassium chloride
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),purified olive oil and purified soybean oil(8:2)
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),sodium acetate trihydrate
325,619800BIJ,1,1,페리올리멜엔4이주_(1500mL),sodium glycerophosphate hydrate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),calcium chloride dihydrate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),glucose monohydrate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),glycine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-alanine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-arginine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-aspartic acid
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-glutamic acid
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-histidine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-isoleucine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-leucine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-lysine acetate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-methionine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-phenylalanine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-proline
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-serine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-threonine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-tryptophan
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-tyrosine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),L-valine
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),magnesium chloride hexahydrate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),potassium chloride
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),purified olive oil and purified soybean oil(8:2)
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),sodium acetate trihydrate
325,619900BIJ,1,1,페리올리멜엔4이주_(2000mL),sodium glycerophosphate hydrate
325,635400BIJ,1,1,오마프원페리주_(724mL),calcium chloride dihydrate
325,635400BIJ,1,1,오마프원페리주_(724mL),glucose monohydrate (as glucose)
325,635400BIJ,1,1,오마프원페리주_(724mL),glycine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-alanine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-arginine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-histidine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-isoleucine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-leucine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-lysine acetate
325,635400BIJ,1,1,오마프원페리주_(724mL),L-methionine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-phenylalanine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-proline
325,635400BIJ,1,1,오마프원페리주_(724mL),L-serine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-threonine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-tryptophan
325,635400BIJ,1,1,오마프원페리주_(724mL),L-tyrosine
325,635400BIJ,1,1,오마프원페리주_(724mL),L-valine
325,635400BIJ,1,1,오마프원페리주_(724mL),magnesium sulphate heptahydrate
325,635400BIJ,1,1,오마프원페리주_(724mL),medium-chain triglycerides
325,635400BIJ,1,1,오마프원페리주_(724mL),potassium chloride
325,635400BIJ,1,1,오마프원페리주_(724mL),purified fish oil
325,635400BIJ,1,1,오마프원페리주_(724mL),purified olive oil
325,635400BIJ,1,1,오마프원페리주_(724mL),purified soybean oil
325,635400BIJ,1,1,오마프원페리주_(724mL),sodium acetate trihydrate
325,635400BIJ,1,1,오마프원페리주_(724mL),sodium glycerophosphate
325,635400BIJ,1,1,오마프원페리주_(724mL),taurine
325,635400BIJ,1,1,오마프원페리주_(724mL),zinc sulphate heptahydrate
325,635500BIJ,2,2,오마프원페리주_(952mL),calcium chloride dihydrate
325,635500BIJ,2,2,오마프원페리주_(952mL),glucose monohydrate (as glucose)
325,635500BIJ,2,2,오마프원페리주_(952mL),glycine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-alanine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-arginine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-histidine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-isoleucine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-leucine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-lysine acetate
325,635500BIJ,2,2,오마프원페리주_(952mL),L-methionine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-phenylalanine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-proline
325,635500BIJ,2,2,오마프원페리주_(952mL),L-serine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-threonine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-tryptophan
325,635500BIJ,2,2,오마프원페리주_(952mL),L-tyrosine
325,635500BIJ,2,2,오마프원페리주_(952mL),L-valine
325,635500BIJ,2,2,오마프원페리주_(952mL),magnesium sulphate heptahydrate
325,635500BIJ,2,2,오마프원페리주_(952mL),medium-chain triglycerides
325,635500BIJ,2,2,오마프원페리주_(952mL),potassium chloride
325,635500BIJ,2,2,오마프원페리주_(952mL),purified fish oil
325,635500BIJ,2,2,오마프원페리주_(952mL),purified olive oil
325,635500BIJ,2,2,오마프원페리주_(952mL),purified soybean oil
325,635500BIJ,2,2,오마프원페리주_(952mL),sodium acetate trihydrate
325,635500BIJ,2,2,오마프원페리주_(952mL),sodium glycerophosphate
325,635500BIJ,2,2,오마프원페리주_(952mL),taurine
325,635500BIJ,2,2,오마프원페리주_(952mL),zinc sulphate heptahydrate
325,636600BIJ,1,1,오마프원페리주_(500mL),calcium chloride dihydrate
325,636600BIJ,1,1,오마프원페리주_(500mL),glucose monohydrate (as glucose)
325,636600BIJ,1,1,오마프원페리주_(500mL),glycine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-alanine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-arginine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-histidine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-isoleucine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-leucine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-lysine acetate
325,636600BIJ,1,1,오마프원페리주_(500mL),L-methionine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-phenylalanine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-proline
325,636600BIJ,1,1,오마프원페리주_(500mL),L-serine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-threonine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-tryptophan
325,636600BIJ,1,1,오마프원페리주_(500mL),L-tyrosine
325,636600BIJ,1,1,오마프원페리주_(500mL),L-valine
325,636600BIJ,1,1,오마프원페리주_(500mL),magnesium sulphate heptahydrate
325,636600BIJ,1,1,오마프원페리주_(500mL),medium-chain triglycerides
325,636600BIJ,1,1,오마프원페리주_(500mL),potassium chloride
325,636600BIJ,1,1,오마프원페리주_(500mL),purified fish oil
325,636600BIJ,1,1,오마프원페리주_(500mL),purified olive oil
325,636600BIJ,1,1,오마프원페리주_(500mL),purified soybean oil
325,636600BIJ,1,1,오마프원페리주_(500mL),sodium acetate trihydrate
325,636600BIJ,1,1,오마프원페리주_(500mL),sodium glycerophosphate
325,636600BIJ,1,1,오마프원페리주_(500mL),taurine
325,636600BIJ,1,1,오마프원페리주_(500mL),zinc sulphate heptahydrate
325,667700BIJ,6,1,위너프페리주_(654mL),calcium chloride dihydrate
325,667700BIJ,6,1,위너프페리주_(654mL),glucose monohydrate (as glucose)
325,667700BIJ,6,1,위너프페리주_(654mL),glycine
325,667700BIJ,6,1,위너프페리주_(654mL),L-alanine
325,667700BIJ,6,1,위너프페리주_(654mL),L-arginine
325,667700BIJ,6,1,위너프페리주_(654mL),L-histidine
325,667700BIJ,6,1,위너프페리주_(654mL),L-isoleucine
325,667700BIJ,6,1,위너프페리주_(654mL),L-leucine
325,667700BIJ,6,1,위너프페리주_(654mL),L-lysine hydrochloride
325,667700BIJ,6,1,위너프페리주_(654mL),L-methionine
325,667700BIJ,6,1,위너프페리주_(654mL),L-phenylalanine
325,667700BIJ,6,1,위너프페리주_(654mL),L-proline
325,667700BIJ,6,1,위너프페리주_(654mL),L-serine
325,667700BIJ,6,1,위너프페리주_(654mL),L-threonine
325,667700BIJ,6,1,위너프페리주_(654mL),L-tryptophan
325,667700BIJ,6,1,위너프페리주_(654mL),L-tyrosine
325,667700BIJ,6,1,위너프페리주_(654mL),L-valine
325,667700BIJ,6,1,위너프페리주_(654mL),magnesium sulphate heptahydrate
325,667700BIJ,6,1,위너프페리주_(654mL),medium-chain triglycerides
325,667700BIJ,6,1,위너프페리주_(654mL),potassium chloride
325,667700BIJ,6,1,위너프페리주_(654mL),purified fish oil
325,667700BIJ,6,1,위너프페리주_(654mL),purified olive oil
325,667700BIJ,6,1,위너프페리주_(654mL),purified soybean oil
325,667700BIJ,6,1,위너프페리주_(654mL),sodium acetate trihydrate
325,667700BIJ,6,1,위너프페리주_(654mL),sodium glycerophosphate
325,667700BIJ,6,1,위너프페리주_(654mL),zinc sulphate heptahydrate
325,676400BIJ,5,1,카비트윈주1호_(1000mL),aminoacetic acid
325,676400BIJ,5,1,카비트윈주1호_(1000mL),calcium chloride
325,676400BIJ,5,1,카비트윈주1호_(1000mL),dextrose
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-alanine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-arginine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-cysteine hydrochloride
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-histidine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-leucine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-isoleucine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-lysine acetate
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-methionine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-phenylalanine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-proline
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-serine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-threonine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-tryptophan
325,676400BIJ,5,1,카비트윈주1호_(1000mL),L-valine
325,676400BIJ,5,1,카비트윈주1호_(1000mL),magnesium chloride
325,676400BIJ,5,1,카비트윈주1호_(1000mL),potassim chloride
325,676400BIJ,5,1,카비트윈주1호_(1000mL),potassium dihydrogen phosphate
325,676400BIJ,5,1,카비트윈주1호_(1000mL),sodium acetate
325,676400BIJ,5,1,카비트윈주1호_(1000mL),sodium chloride
325,687300BIJ,6,1,위너프주_(736mL),calcium chloride dihydrate
325,687300BIJ,6,1,위너프주_(736mL),glucose monohydrate(as glucose 93.24g)
325,687300BIJ,6,1,위너프주_(736mL),glycine
325,687300BIJ,6,1,위너프주_(736mL),L-alanine
325,687300BIJ,6,1,위너프주_(736mL),L-arginine
325,687300BIJ,6,1,위너프주_(736mL),L-histidine
325,687300BIJ,6,1,위너프주_(736mL),L-isoleucine
325,687300BIJ,6,1,위너프주_(736mL),L-leucine
325,687300BIJ,6,1,위너프주_(736mL),L-lysine hydrochloride
325,687300BIJ,6,1,위너프주_(736mL),L-methionine
325,687300BIJ,6,1,위너프주_(736mL),L-phenylalanine
325,687300BIJ,6,1,위너프주_(736mL),L-proline
325,687300BIJ,6,1,위너프주_(736mL),L-serine
325,687300BIJ,6,1,위너프주_(736mL),L-threonine
325,687300BIJ,6,1,위너프주_(736mL),L-tryptophan
325,687300BIJ,6,1,위너프주_(736mL),L-tyrosine
325,687300BIJ,6,1,위너프주_(736mL),L-valine
325,687300BIJ,6,1,위너프주_(736mL),magnesium sulfate heptahydrate
325,687300BIJ,6,1,위너프주_(736mL),medium-chain triglycerides
325,687300BIJ,6,1,위너프주_(736mL),potassium chloride
325,687300BIJ,6,1,위너프주_(736mL),purified fish oil
325,687300BIJ,6,1,위너프주_(736mL),purified olive oil
325,687300BIJ,6,1,위너프주_(736mL),purified soybean oil
325,687300BIJ,6,1,위너프주_(736mL),sodium acetate trihydrate
325,687300BIJ,6,1,위너프주_(736mL),sodium glycerophosphate pentahydrate(as sodium glycerophosphate 1.56332g)
325,687300BIJ,6,1,위너프주_(736mL),zinc sulfate heptahydrate
325,712100BIJ,1,1,위너프페리주_(241mL),calcium chloride dihydrate
325,712100BIJ,1,1,위너프페리주_(241mL),glucose monohydrate (as glucose)
325,712100BIJ,1,1,위너프페리주_(241mL),glycine
325,712100BIJ,1,1,위너프페리주_(241mL),L-alanine
325,712100BIJ,1,1,위너프페리주_(241mL),L-arginine
325,712100BIJ,1,1,위너프페리주_(241mL),L-histidine
325,712100BIJ,1,1,위너프페리주_(241mL),L-isoleucine
325,712100BIJ,1,1,위너프페리주_(241mL),L-leucine
325,712100BIJ,1,1,위너프페리주_(241mL),L-lysine hydrochloride
325,712100BIJ,1,1,위너프페리주_(241mL),L-methionine
325,712100BIJ,1,1,위너프페리주_(241mL),L-phenylalanine
325,712100BIJ,1,1,위너프페리주_(241mL),L-proline
325,712100BIJ,1,1,위너프페리주_(241mL),L-serine
325,712100BIJ,1,1,위너프페리주_(241mL),L-threonine
325,712100BIJ,1,1,위너프페리주_(241mL),L-tryptophan
325,712100BIJ,1,1,위너프페리주_(241mL),L-tyrosine
325,712100BIJ,1,1,위너프페리주_(241mL),L-valine
325,712100BIJ,1,1,위너프페리주_(241mL),magnesium sulphate heptahydrate
325,712100BIJ,1,1,위너프페리주_(241mL),medium-chain triglycerides
325,712100BIJ,1,1,위너프페리주_(241mL),potassium chloride
325,712100BIJ,1,1,위너프페리주_(241mL),purified fish oil
325,712100BIJ,1,1,위너프페리주_(241mL),purified olive oil
325,712100BIJ,1,1,위너프페리주_(241mL),purified soybean oil
325,712100BIJ,1,1,위너프페리주_(241mL),sodium acetate trihydrate
325,712100BIJ,1,1,위너프페리주_(241mL),sodium glycerophosphate
325,712100BIJ,1,1,위너프페리주_(241mL),zinc sulphate heptahydrate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),calcium chloride dihydrate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),glucose monohydrate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),glycine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-alanine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-arginine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-aspartic acid
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-glutamic acid
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-histidine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-isoleucine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-leucine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-lysine acetate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-methionine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-phenylalanine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-proline
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-serine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-threonine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-tryptophan
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-tyrosine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),L-valine
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),magnesium chloride hexahydrate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),potassium chloride
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),purified olive oil
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),purified soybean oil
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),sodium acetate trihydrate
325,723600BIJ,17,1,올리멜엔12이주_(1000mL),sodium glycerophosphate hydrate
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),calcium chloride dihydrate
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),glucose monohydrate
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),glycine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-alanine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-arginine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-aspartic acid
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-glutamic acid
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-histidine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-isoleucine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-leucine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-lysine acetate
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-methionine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-phenylalanine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-proline
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-serine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-threonine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-tryptophan
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-tyrosine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),L-valine
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),magnesium chloride hexahydrate
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),potassium chloride
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),purified olive oil
325,723700BIJ,1,1,올리멜엔12이주_(1500mL),purified soybean oil
