제품코드,제품명,업체명
643508380,아모잘탄엑스큐정 5/100/20/10밀리그램_(1정),한미약품(주)
643508330,아모잘탄엑스큐정 5/100/10/10밀리그램_(1정),한미약품(주)
643606210,로제텔정80/20/10밀리그램_(1정),(주)녹십자
642105800,듀오웰플러스정80/20/10밀리그램_(1정),(주)유한양행
643606220,로제텔정80/10/10밀리그램_(1정),(주)녹십자
642105810,듀오웰플러스정80/10/10밀리그램_(1정),(주)유한양행
643606230,로제텔정80/5/10밀리그램_(1정),(주)녹십자
642105820,듀오웰플러스정80/5/10밀리그램_(1정),(주)유한양행
643606250,로제텔정40/5/10밀리그램_(1정),(주)녹십자
643309000,텔미로젯정40/5/10밀리그램_(1정),(주)종근당
642105850,듀오웰플러스정40/5/10밀리그램_(1정),(주)유한양행
643606260,로제텔정40/10/10밀리그램_(1정),(주)녹십자
642105840,듀오웰플러스정40/10/10밀리그램_(1정),(주)유한양행
643308980,텔미로젯정40/10/10밀리그램_(1정),(주)종근당
643606240,로제텔정40/20/10밀리그램_(1정),(주)녹십자
642105830,듀오웰플러스정40/20/10밀리그램_(1정),(주)유한양행
643308990,텔미로젯정40/20/10밀리그램_(1정),(주)종근당
641106150,베르쿠보정5밀리그램(베리시구앗(미분화))_(5mg/1정),바이엘코리아(주)
641106160,베르쿠보정2.5밀리그램(베리시구앗(미분화))_(2.5mg/1정),바이엘코리아(주)
641106170,베르쿠보정10밀리그램(베리시구앗(미분화))_(10mg/1정),바이엘코리아(주)
643308890,칸타벨에이정8/5/10밀리그램_(1정),(주)종근당
643308900,칸타벨에이정16/5/20밀리그램_(1정),(주)종근당
643308910,칸타벨에이정16/10/40밀리그램_(1정),(주)종근당
643308920,칸타벨에이정8/5/20밀리그램_(1정),(주)종근당
643308930,칸타벨에이정16/5/10밀리그램_(1정),(주)종근당
643606400,로제텔핀정40/5/10/5밀리그램_(1정),(주)녹십자
645406160,텔미칸큐정40/5/10/5밀리그램_(1정),제일약품(주)
643606450,로제텔핀정40/10/10/5밀리그램_(1정),(주)녹십자
645406170,텔미칸큐정40/10/10/5밀리그램_(1정),제일약품(주)
643606440,로제텔핀정40/20/10/5밀리그램_(1정),(주)녹십자
645406180,텔미칸큐정40/20/10/5밀리그램_(1정),제일약품(주)
643606430,로제텔핀정80/5/10/5밀리그램_(1정),(주)녹십자
645406190,텔미칸큐정80/5/10/5밀리그램_(1정),제일약품(주)
643606420,로제텔핀정80/10/10/5밀리그램_(1정),(주)녹십자
645406200,텔미칸큐정80/10/10/5밀리그램_(1정),제일약품(주)
643606410,로제텔핀정80/20/10/5밀리그램_(1정),(주)녹십자
645406210,텔미칸큐정80/20/10/5밀리그램_(1정),제일약품(주)
666300400,네폭실캡슐500mg(구연산제이철수화물)_(0.5g/1캡슐),한국쿄와기린(주)
643309080,누보로젯정40/2.5/5/10밀리그램_(1정),(주)종근당
643309090,누보로젯정40/2.5/10/10밀리그램_(1정),(주)종근당
643309100,누보로젯정40/5/5/10밀리그램_(1정),(주)종근당
643309110,누보로젯정40/5/10/10밀리그램_(1정),(주)종근당
643309660,누보로젯정80/2.5/5/10밀리그램_(1정),(주)종근당
643309650,누보로젯정80/2.5/10/10밀리그램_(1정),(주)종근당
658700780,캄지오스캡슐2.5밀리그램(마바캄텐)_(2.5mg/1캡슐),(유)한국비엠에스제약
658700790,캄지오스캡슐5밀리그램(마바캄텐)_(5mg/1캡슐),(유)한국비엠에스제약
658700800,캄지오스캡슐10밀리그램(마바캄텐)_(10mg/1캡슐),(유)한국비엠에스제약
658700810,캄지오스캡슐15밀리그램(마바캄텐)_(15mg/1캡슐),(유)한국비엠에스제약
644705030,"토스젯에이정10/20/10밀리그램(에제티미브,아토르바스타틴칼슘삼수화물,암로디핀베실산염)_(1정)",에스케이케미칼(주)
642106140,"아토바미브에이정10/20/10밀리그램(에제티미브,아토르바스타틴,암로디핀)_(1정)",(주)유한양행
644705050,"토스젯에이정10/20/5밀리그램(에제티미브,아토르바스타틴칼슘삼수화물,암로디핀베실산염)_(1정)",에스케이케미칼(주)
642106130,"아토바미브에이정10/20/5밀리그램(에제티미브,아토르바스타틴,암로디핀)_(1정)",(주)유한양행
644705010,"토스젯에이정10/10/5밀리그램(에제티미브,아토르바스타틴칼슘삼수화물,암로디핀베실산염)_(1정)",에스케이케미칼(주)
642106100,"아토바미브에이정10/10/5밀리그램(에제티미브,아토르바스타틴,암로디핀)_(1정)",(주)유한양행
644705040,"토스젯에이정10/10/10밀리그램(에제티미브,아토르바스타틴칼슘삼수화물,암로디핀베실산염)_(1정)",에스케이케미칼(주)
642106110,"아토바미브에이정10/10/10밀리그램(에제티미브,아토르바스타틴,암로디핀)_(1정)",(주)유한양행
640007940,엑스원알정5/80/2.5밀리그램_(1정),에이치케이이노엔(주)
640007950,엑스원알정5/160/2.5밀리그램_(1정),에이치케이이노엔(주)
648903510,빈다맥스캡슐61밀리그램(타파미디스)_(61mg/1캡슐),한국화이자제약(주)
653007010,"아라텍트캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",(주)한국파마
642405260,"아스라졸캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",영진약품(주)
670609400,"아스라베캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",(주)휴온스
641908510,"라베트릭스캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",(주)보령
644915340,"아스베린캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",제이더블유중외제약(주)
643508750,"라스피린캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",한미약품(주)
645907550,"라베피린캡슐100/5밀리그램(아스피린, 라베프라졸)_(1캡슐)",동광제약(주)
649703100,"아스프라졸캡슐100/5밀리그램(아스피린,라베프라졸)_(1캡슐)",지엘파마(주)
641106200,케렌디아정10밀리그램(피네레논)_(10mg/1정),바이엘코리아(주)
641106190,케렌디아정20밀리그램(피네레논)_(20mg/1정),바이엘코리아(주)
693903940,"암로젯정5/5/10밀리그램(암로디핀,로수바스타틴,에제티미브)_(1정)",(주)셀트리온제약
693903930,"암로젯정5/10/10밀리그램(암로디핀,로수바스타틴,에제티미브)_(1정)",(주)셀트리온제약
693903920,"암로젯정10/5/10밀리그램(암로디핀,로수바스타틴,에제티미브)_(1정)",(주)셀트리온제약
693903960,"암로젯정10/10/10밀리그램(암로디핀,로수바스타틴,에제티미브)_(1정)",(주)셀트리온제약
659900540,네오카프액(카페인시트르산염)_(1mL),(주)한국팜비오
659900450,네오카프액(카페인시트르산염)_(2mL),(주)한국팜비오
651600231,뮤테란과립200밀리그램(아세틸시스테인)_(0.2g/1g),한화제약(주)
652903791,세브론과립(아세틸시스테인)_(20g/100g),(주)서울제약
670100932,팜젠아세틸시스테인과립200밀리그램_(20g/100g),(주)팜젠사이언스
696601011,일양바이오아세틸시스테인과립200밀리그램_(20g/100g),일양바이오팜(주)
670500781,비알뮤코과립(아세틸시스테인)_(20g/100g),(주)보령바이오파마
643104091,미리놀과립(아세틸시스테인)_(20g/100g),(주)바이넥스
651600235,뮤테란과립200밀리그람(아세틸시스테인)_(40g/200g),한화제약(주)
670303991,튜란트과립200mg(아세틸시스테인)_(40g/200g),코오롱제약(주)
628901141,이테란과립(아세틸시스테인)_(40g/200g),(주)이든파마
652900911,"세브론시럽(아세틸시스테인)(수출명:뮤시스틴시럽,스파탐시럽)_(10g/500mL)",(주)서울제약
670303513,튜란트시럽(아세틸시스테인)_(10g/500mL),코오롱제약(주)
646001100,뮤코스텐캡슐100밀리그램(아세틸시스테인)_(0.1g/1캡슐),(주)메디카코리아
651600290,뮤테란캡슐100밀리그램(아세틸시스테인)_(0.1g/1캡슐),한화제약(주)
057000190,뮤라텐캡슐100밀리그램(아세틸시스테인)_(0.1g/1캡슐),주식회사 더유제약
648601410,인테스캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),(주)씨엠지제약
642902600,후루케어캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),일동제약(주)
643501030,목틴캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),한미약품(주)
669801170,뮤텐캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),구주제약(주)
678600650,뮤코티아캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),(주)다산제약
652300320,아시틴캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)파마킹
654200450,아제인캅셀(아세칠시스테인)_(0.2g/1캡슐),알파제약(주)
644003410,해그린캡슐(아세틸시스테인)_(0.2g/1캡슐),삼익제약(주)
651901380,스파탐캅셀200밀리그람(아세틸시스테인)_(0.2g/1캡슐),명인제약(주)
690302400,비엘아세틸캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)라이트팜텍
652900940,세브론캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)서울제약
651600300,뮤테란캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),한화제약(주)
653700870,아코라마캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),삼남제약(주)
646001150,뮤코스텐캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)메디카코리아
649100280,뮤코세린캅셀(아세틸시스테인)_(0.2g/1캡슐),한국휴텍스제약(주)
647203860,뮤테인캡슐(아세틸시스테인)_(0.2g/1캡슐),한국코러스(주)
648200680,세틸란캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),(주)유영제약
693900030,누코미트캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),(주)셀트리온제약
641704930,뮤스타캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),일양약품(주)
665001950,뮤스테인캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),(주)경보제약
669901590,뮤시딘캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),대한뉴팜(주)
698501880,뮤코다인캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),(주)테라젠이텍스
693201090,뮤코틸캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)킵스바이오파마
643100430,"미리놀캡슐_(아세틸시스테인, 0.2g/1캡슐)",(주)바이넥스
670500770,비알뮤코캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)보령바이오파마
644603260,세티레인캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),조아제약(주)
651201050,소담캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),삼천당제약(주)
646203500,스테신캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)셀릭스
645901880,시스타인캡슐(아세틸시스테인)_(0.2g/1캡슐),동광제약(주)
643200680,아세락캅셀200밀리그람(아세틸시스테인)_(0.2g/1캡슐),동성제약(주)
625200980,아세란캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),(주)화이트생명과학
641802120,아세테인캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),광동제약(주)
654701610,아세텔린캡슐(아세틸시스테인)_(0.2g/1캡슐),케이엠에스제약(주)
654304730,아세틸캡슐(아세틸시스테인)_(0.2g/1캡슐),오스틴제약(주)
671702770,아스테란캡슐(아세틸시스테인)_(0.2g/1캡슐),주식회사제뉴원사이언스
628800030,아테인캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)휴비스트제약
652603640,아티란캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),알보젠코리아(주)
629700060,오스테인캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),(주)오스코리아제약
670100940,팜젠아세틸시스테인캡슐200mg_(0.2g/1캡슐),(주)팜젠사이언스
696600990,일양바이오아세틸시스테인캡슐200밀리그램_(0.2g/1캡슐),일양바이오팜(주)
670301780,튜란트캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),코오롱제약(주)
670400730,휴니즈아세틸시스테인캡슐200mg_(0.2g/1캡슐),(주)휴온스메디텍
662503810,뮤코반캡슐200mg(아세틸시스테인)_(0.2g/1캡슐),(주)넥스팜코리아
647303330,뮤트린캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),에이치엘비제약(주)
052400770,로스테인캡슐(아세틸시스테인)_(0.2g/1캡슐),(주)인트로바이오파마
057700010,독립목클린캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),독립바이오제약(주)
055100740,투스테인캡슐(아세틸시스테인)_(0.2g/1캡슐),코스맥스파마(주)
649001940,뮤테론캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),풍림무약(주)
649701980,아세틸란캡슐(아세틸시스테인)_(0.2g/1캡슐),지엘파마(주)
057000200,뮤라텐캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),주식회사 더유제약
059000420,엔테인캡슐(아세틸시스테인)_(0.2g/1캡슐),주식회사케이에스제약
054800750,세시텐캡슐(아세틸시스테인)_(0.2g/1캡슐),엔비케이제약(주)
694003020,뮤카란캡슐200밀리그램(아세틸시스테인)_(0.2g/1캡슐),대웅바이오(주)
670103800,프리아틸정600mg(아세틸시스테인)_(0.6g/1정),(주)팜젠사이언스
658600371,뮤코브이시럽(암브록솔염산염)_(1.5g/500mL),이연제약(주)
698500682,이텍스암브록솔시럽(암브록솔염산염)_(1.5g/500mL),(주)테라젠이텍스
670101023,팜젠암브록솔염산염시럽_(1.5g/500mL),(주)팜젠사이언스
662500310,넥스팜염산암부록솔정(암브록솔염산염)_(30mg/1정),(주)넥스팜코리아
649401870,영일염산암브록솔정_(30mg/1정),영일제약(주)
698500140,이텍스암브록솔정(암브록솔염산염)_(30mg/1정),(주)테라젠이텍스
649100710,암펙솔정(암브록솔염산염)_(30mg/1정),한국휴텍스제약(주)
645700320,록솔정(암브록솔염산염)_(30mg/1정),삼아제약(주)
621801790,파비스염산암브록솔정_(30mg/1정),(주)한국파비스제약
653101180,아록솔정(암브록솔염산염)_(30mg/1정),(주)비씨월드제약
654302270,오스틴암브록솔염산염정_(30mg/1정),오스틴제약(주)
669800720,다이투스정(암브록솔염산염)_(30mg/1정),구주제약(주)
653700800,아세르정(암브록솔염산염)_(30mg/1정),삼남제약(주)
648500570,로이솔정(암브록솔염산염)_(30mg/1정),신풍제약(주)
642702430,암브렉트정(암브록솔염산염)_(30mg/1정),동화약품(주)
628800420,브록솔정(암브록솔염산염)_(30mg/1정),(주)휴비스트제약
644602770,암브론정30mg(암브록솔염산염)_(30mg/1정),조아제약(주)
670103550,팜젠암브록솔염산염정30mg_(30mg/1정),(주)팜젠사이언스
628900110,이든암브록솔염산염정(암브록솔염산염)_(30mg/1정),(주)이든파마
644806170,뮤코로솔정(암브록솔염산염)_(30mg/1정),태극제약(주)
074200050,뮤코펙트정(암브록솔염산염)_(30mg/1정),오펠라헬스케어코리아(주)
643200970,지콜연질캡슐(벤조나테이트)_(0.1g/1캡슐),동성제약(주)
653801420,"신일브롬헥신염산염정(수출명 : BIVOTUME, BIVO)_(8mg/1정)",신일제약(주)
642200520,뮤코졸정(브롬헥신염산염)_(8mg/1정),부광약품(주)
642000212,리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(10g/500mL),현대약품(주)
670101532,엑스펙토시럽2%(L-카르보시스테인)_(10g/500mL),(주)팜젠사이언스
642000211,리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(20g/1000mL),현대약품(주)
642201225,소아용뮤코론시럽(L-카르보시스테인)_(20g/1000mL),부광약품(주)
670101542,엑스펙토시럽5%(카르보시스테인)_(25g/500mL),(주)팜젠사이언스
642000222,리나치올시럽5%(L-카르보시스테인)(수출명:HyundiolSyrup5%)_(25g/500mL),현대약품(주)
642200511,뮤코론5%시럽(L-카르보시스테인)_(50g/1000mL),부광약품(주)
642000221,리나치올시럽5%(L-카르보시스테인)(수출명:HyundiolSyrup5%)_(50g/1000mL),현대약품(주)
642000260,리나치올캡슐500밀리그람(L-카르보시스테인)(수출명:HyundiolCapsule500Mg)_(0.5g/1캡슐),현대약품(주)
642200500,뮤코론캡슐375밀리그램(L-카르보시스테인)_(0.375g/1캡슐),부광약품(주)
642000250,리나치올캡슐375밀리그램(L-카르보시스테인)(수출명:HyundiolCapsule375Mg)_(0.375g/1캡슐),현대약품(주)
644100861,페셔날시럽(아이비엽70%에탄올유동엑스)_(0.1g/5mL),제이더블유신약(주)
653802853,헤데릭스시럽(아이비엽70%에탄올유동엑스)_(0.1g/5mL),신일제약(주)
694000571,지미아이시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),대웅바이오(주)
642400622,아이비투시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),영진약품(주)
644100863,페셔날시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),제이더블유신약(주)
652604352,헤데론시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),알보젠코리아(주)
658201671,헤라파시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)비보존제약
645600501,대화헤데라시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),대화제약(주)
645200663,리노스판시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)에이프로젠바이오로직스
657302073,브론큐시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)동구바이오제약
670500651,비알헤데푸시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)보령바이오파마
670300822,아이벡시럽(아이비엽70%에탄올유동엑스)(수출명:코오롱아이벡스시럽)_(10g/500mL),코오롱제약(주)
640900592,아이빅스시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)일화
644602981,아이코솔시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),조아제약(주)
670101851,코푸솔시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)팜젠사이언스
643502503,코푸스티시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),한미약품(주)
657805071,푸리판시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),하나제약(주)
669904421,헤데란시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),대한뉴팜(주)
698502351,헤데스판시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)테라젠이텍스
671702021,헤데코푸시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),주식회사제뉴원사이언스
665505081,헤데판시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),한국유니온제약(주)
642703751,헤라코프시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),동화약품(주)
651202221,헤라콜시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),삼천당제약(주)
645701291,헤브론시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),삼아제약(주)
649602731,헬덱스시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),대우제약(주)
622803041,아이브로시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),(주)마더스제약
641805275,푸로스판시럽(아이비엽30%에탄올건조엑스(5~7.5→1))_(52.5mg/7.5mL),광동제약(주)
655404691,프로스트시럽(아이비엽30%에탄올건조엑스(5∼7.5→1))_(52.5mg/7.5mL),일성아이에스(주)
073001571,헤데릴시럽(아이비엽30%에탄올건조엑스(5∼7.5→1))_(52.5mg/7.5mL),건일바이오팜주식회사
694004051,지미아이30%시럽(아이비엽30% 에탄올건조엑스(5∼7.5→1))_(52.5mg/7.5mL),대웅바이오(주)
640904621,아이빅스30%시럽(아이비엽30%에탄올건조엑스(5∼7.5→1))_(52.5mg/7.5mL),(주)일화
649105761,휴로코푸시럽(아이비엽30%에탄올건조엑스(5~7.5→1))_(52.5mg/7.5mL),한국휴텍스제약(주)
305751357,,
642900642,브로반시럽[아이비엽30%에탄올건조엑스(5~7.5→1)]_(3.5g/500mL),일동제약(주)
662504901,헤스판에프시럽(아이비엽30%에탄올건조엑스(5~7.5→1))_(3.5g/500mL),(주)넥스팜코리아
655404693,프로스트시럽(아이비엽30%에탄올건조엑스(5∼7.5→1))_(3.5g/500mL),일성아이에스(주)
640904611,아이빅스30%시럽(아이비엽30%에탄올건조엑스(5∼7.5→1))_(3.5g/500mL),(주)일화
649105861,휴로코푸시럽(아이비엽30%에탄올건조엑스(5~7.5→1))_(3.5g/500mL),한국휴텍스제약(주)
305751147,,
641806241,광동푸로스판시럽(아이비엽30% 에탄올엑스(5∼7.5→1))_(1.4g/200mL),광동제약(주)
671801100,대원헤데라정(아이비엽30%에탄올엑스(5~7.5→1))_(25mg/1정),대원제약(주)
671702030,헤데코푸정(아이비엽30%에탄올건조엑스(5~7.5→1))_(25mg/1정),주식회사제뉴원사이언스
652900490,뮤코스판정(아이비엽30%에탄올건조엑스(5~7.5→1))_(25mg/1정),(주)서울제약
645701300,헤브론에프정(아이비엽30%에탄올건조엑스(5~7.5→1))_(25mg/1정),삼아제약(주)
671806391,엘스테인시럽(에르도스테인)_(1.75g/50mL),대원제약(주)
643301951,엘도란트건조시럽(에르도스테인)_(1.75g/50mL),(주)종근당
641601951,엘도스시럽(에르도스테인)_(3.5g/50mL),(주)대웅제약
652300380,엘도스틴캡슐(에르도스테인)_(0.3g/1캡슐),(주)파마킹
649503260,유니펙탄캡슐(에르도스테인)_(0.3g/1캡슐),유니메드제약(주)
671802250,엘스테인캡슐(에르도스테인)_(0.3g/1캡슐),대원제약(주)
656001310,엘도신캡슐(에르도스테인)_(0.3g/1캡슐),알리코제약(주)
657202220,엘도펙트캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),환인제약(주)
052700450,엘도캡슐(에르도스테인)_(0.3g/1캡슐),(주)휴온스생명과학
645405610,엘도텐캡슐(에르도스테인)_(0.3g/1캡슐),제일약품(주)
643301960,엘도란트캡슐(에르도스테인)_(0.3g/1캡슐),(주)종근당
647804400,브론펙트캡슐(에르도스테인)_(0.3g/1캡슐),삼진제약(주)
640007310,엘도클캡슐(에르도스테인)_(0.3g/1캡슐),에이치케이이노엔(주)
641601960,엘도스캡슐(에르도스테인)_(0.3g/1캡슐),(주)대웅제약
651201390,엔디스캡슐(에르도스테인)_(0.3g/1캡슐),삼천당제약(주)
642901220,알도스텐캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),일동제약(주)
642302800,에도인캡슐(에르도스테인)_(0.3g/1캡슐),삼성제약(주)
678601020,에르코프캡슐(에르도스테인)_(0.3g/1캡슐),(주)다산제약
656701090,에도스텐캡슐(에르도스테인)_(0.3g/1캡슐),한국넬슨제약(주)
663600710,비도스캡슐(에르도스테인)_(0.3g/1캡슐),한국프라임제약(주)
643501900,엘도인캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),한미약품(주)
657302820,엘로틴캡슐(에르도스테인)_(0.3g/1캡슐),(주)동구바이오제약
648502730,에도날캡슐(에르도스테인)_(0.3g/1캡슐),신풍제약(주)
649802430,에르도스캡슐(에르도스테인)_(0.3g/1캡슐),명문제약(주)
648603640,에르도캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),(주)씨엠지제약
653805390,엘도네오캡슐(에르도스테인)_(0.3g/1캡슐),신일제약(주)
645700180,도스틴캡슐(에르도스테인)_(0.3g/1캡슐),삼아제약(주)
644100250,뮤레스캡슐(에르도스테인)_(0.3g/1캡슐),제이더블유신약(주)
669801150,뮤코메드캡슐(에르도스테인)_(0.3g/1캡슐),구주제약(주)
629700220,알도스캡슐(에르도스테인)_(0.3g/1캡슐),(주)오스코리아제약
649102890,알바스테인캡슐(에르도스테인)_(0.3g/1캡슐),한국휴텍스제약(주)
649401610,에도스캡슐(에르도스테인)_(0.3g/1캡슐),영일제약(주)
649601670,에르딘캡슐(에르도스테인)_(0.3g/1캡슐),대우제약(주)
693902160,에리텐캡슐(에르도스테인)_(0.3g/1캡슐),(주)셀트리온제약
669906660,에스텐캡슐300mg(에르도스테인)_(0.3g/1캡슐),대한뉴팜(주)
698503170,엘다인캡슐(에르도스테인)_(0.3g/1캡슐),(주)테라젠이텍스
645604740,엘도라캡슐(에르도스테인)_(0.3g/1캡슐),대화제약(주)
661900900,엘도린캡슐(에르도스테인)_(0.3g/1캡슐),영풍제약(주)
645202230,엘도스타캡슐(에르도스테인)_(0.3g/1캡슐),(주)에이프로젠바이오로직스
670303270,엘도스탐캡슐(에르도스테인)_(0.3g/1캡슐),코오롱제약(주)
665000520,엘도코프캡슐(에르도스테인)_(0.3g/1캡슐),(주)경보제약
654301990,엘도텍캡슐(에르도스테인)_(0.3g/1캡슐),오스틴제약(주)
658600780,엘도틴캡슐(에르도스테인)_(0.3g/1캡슐),이연제약(주)
661604660,엘리도스캡슐(에르도스테인)_(0.3g/1캡슐),(주)알피바이오
650301020,엘부날캡슐(에르도스테인)_(0.3g/1캡슐),진양제약(주)
674400690,엘스타캡슐(에르도스테인)_(0.3g/1캡슐),아이큐어(주)
670401090,엘스틴캡슐(에르도스테인)_(0.3g/1캡슐),(주)휴온스메디텍
646004050,엘코스텐캡슐(에르도스테인)_(0.3g/1캡슐),(주)메디카코리아
657801440,엘테인캡슐(에르도스테인)_(0.3g/1캡슐),하나제약(주)
670101600,엘펙탄캡슐(에르도스테인)_(0.3g/1캡슐),(주)팜젠사이언스
643701790,엘펙트캡슐(에르도스테인)_(0.3g/1캡슐),국제약품(주)
658203110,비보존에르도스테인캡슐_(0.3g/1캡슐),(주)비보존제약
643101650,이알디캡슐(에르도스테인)_(0.3g/1캡슐),(주)바이넥스
644502250,엘도민캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),(주)유유제약
641906390,뮤코원캡슐(에르도스테인)_(0.3g/1캡슐),(주)보령
625201230,엘도진캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),(주)화이트생명과학
693201710,엘도스인캡슐(에르도스테인)_(0.3g/1캡슐),(주)킵스바이오파마
625500480,엘도원캡슐(에르도스테인)_(0.3g/1캡슐),(주)텔콘알에프제약
622802770,렘피드캡슐(에르도스테인)_(0.3g/1캡슐),(주)마더스제약
053600300,뉴에르도테캡슐(에르도스테인)_(0.3g/1캡슐),안국뉴팜(주)
654004790,알두스캡슐(에르도스테인)_(0.3g/1캡슐),아주약품(주)
643202870,동성에르도스테인캡슐(에르도스테인)_(0.3g/1캡슐),동성제약(주)
671700840,엘도브론캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),주식회사제뉴원사이언스
640903360,에르테인캡슐 (에르도스테인)_(0.3g/1캡슐),(주)일화
665506930,유니도스캡슐(에르도스테인)_(0.3g/1캡슐),한국유니온제약(주)
653403810,에르도민캡슐(에르도스테인)_(0.3g/1캡슐),동국제약(주)
647204400,엘로인캡슐(에르도스테인)_(0.3g/1캡슐),한국코러스(주)
628900900,이스탄캡슐(에르도스테인)_(0.3g/1캡슐),(주)이든파마
645906410,엘타인캡슐(에르도스테인)_(0.3g/1캡슐),동광제약(주)
650204910,에르덱스캡슐(에르도스테인)_(0.3g/1캡슐),안국약품(주)
684501420,엘도스테인캡슐(에르도스테인)_(0.3g/1캡슐),화일약품(주)
055100260,엘도투캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),코스맥스파마(주)
669605180,에르스토캡슐(에르도스테인)_(0.3g/1캡슐),(주)아이월드제약
053300450,엘도스트캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),(주)중헌제약
658502070,엘도르캡슐(에르도스테인)_(0.3g/1캡슐),익수제약(주)
646204020,엘도젠캡슐(에르도스테인)_(0.3g/1캡슐),(주)셀릭스
694002420,엘도씽캡슐(에르도스테인)_(0.3g/1캡슐),대웅바이오(주)
057600080,잘도스캡슐(에르도스테인)_(0.3g/1캡슐),대원바이오텍주식회사
664901840,엘드로캡슐(에르도스테인)_(0.3g/1캡슐),성원애드콕제약(주)
057000140,엘도타인캡슐300밀리그램(에르도스테인)_(0.3g/1캡슐),주식회사 더유제약
652904440,엘도비캡슐(에르도스테인)_(0.3g/1캡슐),(주)서울제약
628801630,휴도스캡슐(에르도스테인)_(0.3g/1캡슐),(주)휴비스트제약
059000430,엘코프캡슐(에르도스테인)_(0.3g/1캡슐),주식회사케이에스제약
