제품코드,ATC코드,ATC코드 명칭
642801140,D10BA01,isotretinoin
644102260,D10BA01,isotretinoin
670301830,D10BA01,isotretinoin
57001580,D10BA01,isotretinoin
643502190,D10BA01,isotretinoin
646000210,D10BA01,isotretinoin
657304140,D10BA01,isotretinoin
57001570,D11AH04,alitretinoin
665507670,D11AH04,alitretinoin
657806730,D11AH04,alitretinoin
670304370,D11AH04,alitretinoin
641607080,D11AH04,alitretinoin
646004870,D11AH04,alitretinoin
649104590,D11AH04,alitretinoin
657307870,D11AH04,alitretinoin
650003160,D11AH04,alitretinoin
698004340,D11AH04,alitretinoin
57001590,D11AH04,alitretinoin
665507660,D11AH04,alitretinoin
657806720,D11AH04,alitretinoin
670304360,D11AH04,alitretinoin
641607070,D11AH04,alitretinoin
646004860,D11AH04,alitretinoin
649104580,D11AH04,alitretinoin
657307820,D11AH04,alitretinoin
698004260,D11AH04,alitretinoin
650003150,D11AH04,alitretinoin
653801460,A11DA01,thiamine (vit B1)
644601430,B03BB01,folic acid
697100350,B03BB01,folic acid
653801510,B03BB01,folic acid
664601030,B03BB01,folic acid
642702600,B03BA05,mecobalamin
653800570,B03BA05,mecobalamin
657300140,B03BA05,mecobalamin
642702610,B03BA05,mecobalamin
653002990,B03BA05,mecobalamin
653801720,A11HA02,pyridoxine (vit B6)
54801310,A11HA02,pyridoxine (vit B6)
664100030,A11EB,Vitamin B-complex with vitamin C
642900210,A11EB,Vitamin B-complex with vitamin C
658108170,A11EB,Vitamin B-complex with vitamin C
625801530,A11EB,Vitamin B-complex with vitamin C
649808160,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
642204560,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
652901360,A12AA,Calcium
51600350,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
642202380,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
670605790,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
645902620,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664900510,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
655605330,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
645604210,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664600460,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
670102310,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
55100070,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
653404090,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
656204980,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
623006790,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
693903530,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
670105410,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
55100050,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
669604850,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664601180,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
653404080,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
697100770,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
662504310,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
655605230,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
648104440,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
694003220,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
653702360,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
59600660,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
649105660,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
652607230,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
628902310,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
649508430,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
647204250,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664601190,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
55100060,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
669604830,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
644604030,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
694003230,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
642203400,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
643301810,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
653701180,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
649804350,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
643305630,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664602090,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664602640,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
669604860,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
669604930,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
670701960,A11CC55,"colecalciferol, combinations"
652902370,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
671702090,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
669902360,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
657801750,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
675000020,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
654001870,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
664602210,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
623006830,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
643503991,B03AB05,ferric oxide polymaltose complexes
643503993,B03AB05,ferric oxide polymaltose complexes
644904712,B03AB05,ferric oxide polymaltose complexes
641702661,B03AB05,ferric oxide polymaltose complexes
657303820,B03AB,"Iron trivalent, oral preparations"
689001320,B03AB,"Iron trivalent, oral preparations"
642902650,B03AB,"Iron trivalent, oral preparations"
642202450,B03AA07,ferrous sulfate
643301001,B03AB08,ferric acetyl transferrin
643301010,B03AB08,ferric acetyl transferrin
642800841,B03AD,Iron in combination with folic acid
650901060,V06B,PROTEIN SUPPLEMENTS
644912233,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
644912235,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
644912234,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
667400853,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
667400852,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
645905140,A12BA01,potassium chloride
645400120,B02AA02,tranexamic acid
645600390,B01AA03,warfarin
657801900,B01AA03,warfarin
645600400,B01AA03,warfarin
645401440,B01AA03,warfarin
657801910,B01AA03,warfarin
647805080,B01AF01,rivaroxaban
651602780,B01AF01,rivaroxaban
651904990,B01AF01,rivaroxaban
649606060,B01AF01,rivaroxaban
657203810,B01AF01,rivaroxaban
58200960,B01AF01,rivaroxaban
54801300,B01AF01,rivaroxaban
646204300,B01AF01,rivaroxaban
647304040,B01AF01,rivaroxaban
53301050,B01AF01,rivaroxaban
665508290,B01AF01,rivaroxaban
642803380,B01AF01,rivaroxaban
642707020,B01AF01,rivaroxaban
658108220,B01AF01,rivaroxaban
622804590,B01AF01,rivaroxaban
646005290,B01AF01,rivaroxaban
670502440,B01AF01,rivaroxaban
658204500,B01AF01,rivaroxaban
628902000,B01AF01,rivaroxaban
698504590,B01AF01,rivaroxaban
621804260,B01AF01,rivaroxaban
694003540,B01AF01,rivaroxaban
654005690,B01AF01,rivaroxaban
655404210,B01AF01,rivaroxaban
59001040,B01AF01,rivaroxaban
657807560,B01AF01,rivaroxaban
649105220,B01AF01,rivaroxaban
663608400,B01AF01,rivaroxaban
643507620,B01AF01,rivaroxaban
648204440,B01AF01,rivaroxaban
642105720,B01AF01,rivaroxaban
642404930,B01AF01,rivaroxaban
643606190,B01AF01,rivaroxaban
643308410,B01AF01,rivaroxaban
645405840,B01AF01,rivaroxaban
644503290,B01AF01,rivaroxaban
698004460,B01AF01,rivaroxaban
641104870,B01AF01,rivaroxaban
647805090,B01AF01,rivaroxaban
651602790,B01AF01,rivaroxaban
651904980,B01AF01,rivaroxaban
649606050,B01AF01,rivaroxaban
657203820,B01AF01,rivaroxaban
644914920,B01AF01,rivaroxaban
58200950,B01AF01,rivaroxaban
54801290,B01AF01,rivaroxaban
646204310,B01AF01,rivaroxaban
647304050,B01AF01,rivaroxaban
53301060,B01AF01,rivaroxaban
665508300,B01AF01,rivaroxaban
642803390,B01AF01,rivaroxaban
642707070,B01AF01,rivaroxaban
658108230,B01AF01,rivaroxaban
622804600,B01AF01,rivaroxaban
646005300,B01AF01,rivaroxaban
670502430,B01AF01,rivaroxaban
658204510,B01AF01,rivaroxaban
628902010,B01AF01,rivaroxaban
698504580,B01AF01,rivaroxaban
621804270,B01AF01,rivaroxaban
694003510,B01AF01,rivaroxaban
654005700,B01AF01,rivaroxaban
655404200,B01AF01,rivaroxaban
59001030,B01AF01,rivaroxaban
657807570,B01AF01,rivaroxaban
649105230,B01AF01,rivaroxaban
648204450,B01AF01,rivaroxaban
643507610,B01AF01,rivaroxaban
642105730,B01AF01,rivaroxaban
643308460,B01AF01,rivaroxaban
643606180,B01AF01,rivaroxaban
648104640,B01AF01,rivaroxaban
645405850,B01AF01,rivaroxaban
644503280,B01AF01,rivaroxaban
698004470,B01AF01,rivaroxaban
663608410,B01AF01,rivaroxaban
642404940,B01AF01,rivaroxaban
641105740,B01AF01,rivaroxaban
651602690,B01AF01,rivaroxaban
651904890,B01AF01,rivaroxaban
657203830,B01AF01,rivaroxaban
644914950,B01AF01,rivaroxaban
58200970,B01AF01,rivaroxaban
54801210,B01AF01,rivaroxaban
646204320,B01AF01,rivaroxaban
649606070,B01AF01,rivaroxaban
647304060,B01AF01,rivaroxaban
53301070,B01AF01,rivaroxaban
642707060,B01AF01,rivaroxaban
658108240,B01AF01,rivaroxaban
622804610,B01AF01,rivaroxaban
646005310,B01AF01,rivaroxaban
670502420,B01AF01,rivaroxaban
658204470,B01AF01,rivaroxaban
628902030,B01AF01,rivaroxaban
698504600,B01AF01,rivaroxaban
621804290,B01AF01,rivaroxaban
642803400,B01AF01,rivaroxaban
694003530,B01AF01,rivaroxaban
654005620,B01AF01,rivaroxaban
655404220,B01AF01,rivaroxaban
59001020,B01AF01,rivaroxaban
657807580,B01AF01,rivaroxaban
665508360,B01AF01,rivaroxaban
649105240,B01AF01,rivaroxaban
647804960,B01AF01,rivaroxaban
648204460,B01AF01,rivaroxaban
643507590,B01AF01,rivaroxaban
642105740,B01AF01,rivaroxaban
643308420,B01AF01,rivaroxaban
643606170,B01AF01,rivaroxaban
648104650,B01AF01,rivaroxaban
645405800,B01AF01,rivaroxaban
644502590,B01AF01,rivaroxaban
698004480,B01AF01,rivaroxaban
663608340,B01AF01,rivaroxaban
642404950,B01AF01,rivaroxaban
641105730,B01AF01,rivaroxaban
643308520,B01AF01,rivaroxaban
648204470,B01AF01,rivaroxaban
651602710,B01AF01,rivaroxaban
663608560,B01AF01,rivaroxaban
651904950,B01AF01,rivaroxaban
658204460,B01AF01,rivaroxaban
644914940,B01AF01,rivaroxaban
657203890,B01AF01,rivaroxaban
620500380,B01AF01,rivaroxaban
654005800,B01AF01,rivaroxaban
649807710,B01AF01,rivaroxaban
694003760,B01AF01,rivaroxaban
647805170,B01AF01,rivaroxaban
643507600,B01AF01,rivaroxaban
643606310,B01AF01,rivaroxaban
642404980,B01AF01,rivaroxaban
642105640,B01AF01,rivaroxaban
645306340,B01AF01,rivaroxaban
641105810,B01AF01,rivaroxaban
653501340,B01AE07,dabigatran etexilate
653501350,B01AE07,dabigatran etexilate
658700520,B01AF02,apixaban
658700560,B01AF02,apixaban
680900190,B01AF03,edoxaban
680900180,B01AF03,edoxaban
680900200,B01AF03,edoxaban
643601080,B01AC19,beraprost
645400360,B01AC19,beraprost
648501260,B01AC19,beraprost
649502350,B01AC19,beraprost
649506340,B01AC19,beraprost
694002470,B01AC23,cilostazol
73000420,B01AC23,cilostazol
645306170,B01AC23,cilostazol
644914720,B01AC23,cilostazol
648204260,B01AC23,cilostazol
643704710,B01AC23,cilostazol
642706790,B01AC23,cilostazol
642404460,B01AC23,cilostazol
653404410,B01AC23,cilostazol
643105090,B01AC23,cilostazol
622803520,B01AC23,cilostazol
657806630,B01AC23,cilostazol
693903030,B01AC23,cilostazol
693202090,B01AC23,cilostazol
665002660,B01AC23,cilostazol
648603810,B01AC23,cilostazol
649104430,B01AC23,cilostazol
645906570,B01AC23,cilostazol
663607840,B01AC23,cilostazol
640007420,B01AC23,cilostazol
648507880,B01AC23,cilostazol
649605180,B01AC23,cilostazol
669907770,B01AC23,cilostazol
671706160,B01AC23,cilostazol
648104360,B01AC23,cilostazol
57600350,B01AC23,cilostazol
54800720,B01AC23,cilostazol
58800670,B01AC23,cilostazol
643605850,B01AC23,cilostazol
658604130,B01AC23,cilostazol
670104610,B01AC23,cilostazol
656005130,B01AC23,cilostazol
59000870,B01AC23,cilostazol
674101810,B01AC23,cilostazol
654005720,B01AC23,cilostazol
649900280,B01AC23,cilostazol
698004110,B01AC23,cilostazol
657805060,B01AC23,cilostazol
654004440,B01AC23,cilostazol
649900200,B01AC23,cilostazol
648500490,B01AC23,cilostazol
648100510,B01AC23,cilostazol
698400530,B01AC23,cilostazol
644309100,B01AC23,cilostazol
693902700,B01AC23,cilostazol
642702100,B01AC23,cilostazol
669801790,B01AC23,cilostazol
651500840,B01AC23,cilostazol
665000610,B01AC23,cilostazol
654300270,B01AC23,cilostazol
671700280,B01AC23,cilostazol
649102200,B01AC23,cilostazol
649401270,B01AC23,cilostazol
647204900,B01AC23,cilostazol
678601340,B01AC23,cilostazol
674402120,B01AC23,cilostazol
622803670,B01AC23,cilostazol
674101840,B01AC23,cilostazol
649900190,B01AC23,cilostazol
643501440,B01AC23,cilostazol
694000170,B01AC23,cilostazol
648100500,B01AC23,cilostazol
671801980,B01AC23,cilostazol
663601010,B01AC23,cilostazol
650201290,B01AC23,cilostazol
694002460,B01AC23,cilostazol
73000430,B01AC23,cilostazol
645306180,B01AC23,cilostazol
644914710,B01AC23,cilostazol
648204270,B01AC23,cilostazol
642706780,B01AC23,cilostazol
642404470,B01AC23,cilostazol
648507890,B01AC23,cilostazol
653404420,B01AC23,cilostazol
643105100,B01AC23,cilostazol
642307850,B01AC23,cilostazol
622803510,B01AC23,cilostazol
657806620,B01AC23,cilostazol
693903040,B01AC23,cilostazol
693202120,B01AC23,cilostazol
665002670,B01AC23,cilostazol
643704720,B01AC23,cilostazol
648603800,B01AC23,cilostazol
649104440,B01AC23,cilostazol
645906560,B01AC23,cilostazol
52401410,B01AC23,cilostazol
663607850,B01AC23,cilostazol
640007430,B01AC23,cilostazol
649605170,B01AC23,cilostazol
646004890,B01AC23,cilostazol
669907780,B01AC23,cilostazol
671706170,B01AC23,cilostazol
648104370,B01AC23,cilostazol
57600340,B01AC23,cilostazol
54800730,B01AC23,cilostazol
658604140,B01AC23,cilostazol
670104600,B01AC23,cilostazol
656005140,B01AC23,cilostazol
59000880,B01AC23,cilostazol
674101820,B01AC23,cilostazol
654005730,B01AC23,cilostazol
649900430,B01AC23,cilostazol
698004120,B01AC23,cilostazol
644308510,B01AC23,cilostazol
698400520,B01AC23,cilostazol
642901550,B01AC10,indobufen
641606690,B01AC,Platelet aggregation inhibitors excl. heparin
52700020,B01AC,Platelet aggregation inhibitors excl. heparin
645400680,B01AC,Platelet aggregation inhibitors excl. heparin
645600100,B01AC,Platelet aggregation inhibitors excl. heparin
648200160,B01AC,Platelet aggregation inhibitors excl. heparin
654304700,B01AC,Platelet aggregation inhibitors excl. heparin
693900140,B01AC,Platelet aggregation inhibitors excl. heparin
657300910,B01AC,Platelet aggregation inhibitors excl. heparin
625200360,B01AC,Platelet aggregation inhibitors excl. heparin
651500640,B01AC,Platelet aggregation inhibitors excl. heparin
653401630,B01AC,Platelet aggregation inhibitors excl. heparin
693201410,B01AC,Platelet aggregation inhibitors excl. heparin
647302940,B01AC,Platelet aggregation inhibitors excl. heparin
669803260,B01AC,Platelet aggregation inhibitors excl. heparin
640902580,B01AC,Platelet aggregation inhibitors excl. heparin
646203640,B01AC,Platelet aggregation inhibitors excl. heparin
651601470,B01AC,Platelet aggregation inhibitors excl. heparin
628800530,B01AC,Platelet aggregation inhibitors excl. heparin
674400960,B01AC,Platelet aggregation inhibitors excl. heparin
644003740,B01AC,Platelet aggregation inhibitors excl. heparin
649001680,B01AC,Platelet aggregation inhibitors excl. heparin
658203780,B01AC,Platelet aggregation inhibitors excl. heparin
660703130,B01AC,Platelet aggregation inhibitors excl. heparin
647204790,B01AC,Platelet aggregation inhibitors excl. heparin
671806560,B01AC,Platelet aggregation inhibitors excl. heparin
665002510,B01AC,Platelet aggregation inhibitors excl. heparin
628901050,B01AC,Platelet aggregation inhibitors excl. heparin
670402050,B01AC,Platelet aggregation inhibitors excl. heparin
622803320,B01AC,Platelet aggregation inhibitors excl. heparin
55100980,B01AC,Platelet aggregation inhibitors excl. heparin
625500900,B01AC,Platelet aggregation inhibitors excl. heparin
654701980,B01AC,Platelet aggregation inhibitors excl. heparin
649702230,B01AC,Platelet aggregation inhibitors excl. heparin
694002500,B01AC,Platelet aggregation inhibitors excl. heparin
658106650,B01AC,Platelet aggregation inhibitors excl. heparin
648603850,B01AC,Platelet aggregation inhibitors excl. heparin
679601200,B01AC,Platelet aggregation inhibitors excl. heparin
58200140,B01AC,Platelet aggregation inhibitors excl. heparin
670501850,B01AC,Platelet aggregation inhibitors excl. heparin
684501670,B01AC,Platelet aggregation inhibitors excl. heparin
657503590,B01AC,Platelet aggregation inhibitors excl. heparin
661605200,B01AC,Platelet aggregation inhibitors excl. heparin
650205390,B01AC,Platelet aggregation inhibitors excl. heparin
669502640,B01AC,Platelet aggregation inhibitors excl. heparin
689001300,B01AC,Platelet aggregation inhibitors excl. heparin
671706500,B01AC,Platelet aggregation inhibitors excl. heparin
60500330,B01AC,Platelet aggregation inhibitors excl. heparin
648104920,B01AC,Platelet aggregation inhibitors excl. heparin
655404530,B01AC,Platelet aggregation inhibitors excl. heparin
652607300,B01AC,Platelet aggregation inhibitors excl. heparin
642101050,B01AC,Platelet aggregation inhibitors excl. heparin
640002840,B01AC,Platelet aggregation inhibitors excl. heparin
643501190,B01AC,Platelet aggregation inhibitors excl. heparin
649804060,B01AC,Platelet aggregation inhibitors excl. heparin
670601530,B01AC,Platelet aggregation inhibitors excl. heparin
657805020,B01AC,Platelet aggregation inhibitors excl. heparin
649102840,B01AC,Platelet aggregation inhibitors excl. heparin
670101350,B01AC,Platelet aggregation inhibitors excl. heparin
663606300,B01AC,Platelet aggregation inhibitors excl. heparin
644302750,B01AC,Platelet aggregation inhibitors excl. heparin
650301310,B01AC,Platelet aggregation inhibitors excl. heparin
656001650,B01AC,Platelet aggregation inhibitors excl. heparin
642004360,B01AC,Platelet aggregation inhibitors excl. heparin
653404380,B01AC,Platelet aggregation inhibitors excl. heparin
658204320,B01AC,Platelet aggregation inhibitors excl. heparin
698503990,B01AC,Platelet aggregation inhibitors excl. heparin
693202100,B01AC,Platelet aggregation inhibitors excl. heparin
669907450,B01AC,Platelet aggregation inhibitors excl. heparin
698004100,B01AC,Platelet aggregation inhibitors excl. heparin
640903840,B01AC,Platelet aggregation inhibitors excl. heparin
669805370,B01AC,Platelet aggregation inhibitors excl. heparin
52701320,B01AC,Platelet aggregation inhibitors excl. heparin
621803720,B01AC,Platelet aggregation inhibitors excl. heparin
628901290,B01AC,Platelet aggregation inhibitors excl. heparin
653006390,B01AC,Platelet aggregation inhibitors excl. heparin
650205200,B01AC,Platelet aggregation inhibitors excl. heparin
697100810,B01AC,Platelet aggregation inhibitors excl. heparin
53300880,B01AC,Platelet aggregation inhibitors excl. heparin
643508130,B01AC,Platelet aggregation inhibitors excl. heparin
670104400,B01AC,Platelet aggregation inhibitors excl. heparin
698400510,B01AC,Platelet aggregation inhibitors excl. heparin
665507440,B01AC,Platelet aggregation inhibitors excl. heparin
646004910,B01AC,Platelet aggregation inhibitors excl. heparin
628801340,B01AC,Platelet aggregation inhibitors excl. heparin
647303810,B01AC,Platelet aggregation inhibitors excl. heparin
650303960,B01AC,Platelet aggregation inhibitors excl. heparin
663607860,B01AC,Platelet aggregation inhibitors excl. heparin
654005470,B01AC,Platelet aggregation inhibitors excl. heparin
642307940,B01AC,Platelet aggregation inhibitors excl. heparin
651504010,B01AC,Platelet aggregation inhibitors excl. heparin
694002550,B01AC,Platelet aggregation inhibitors excl. heparin
661905270,B01AC,Platelet aggregation inhibitors excl. heparin
645906550,B01AC,Platelet aggregation inhibitors excl. heparin
660703310,B01AC,Platelet aggregation inhibitors excl. heparin
658107720,B01AC,Platelet aggregation inhibitors excl. heparin
670502080,B01AC,Platelet aggregation inhibitors excl. heparin
656005080,B01AC,Platelet aggregation inhibitors excl. heparin
643105170,B01AC,Platelet aggregation inhibitors excl. heparin
658604270,B01AC,Platelet aggregation inhibitors excl. heparin
669502670,B01AC,Platelet aggregation inhibitors excl. heparin
651300840,B01AC,Platelet aggregation inhibitors excl. heparin
54801120,B01AC,Platelet aggregation inhibitors excl. heparin
60500350,B01AC,Platelet aggregation inhibitors excl. heparin
655404310,B01AC,Platelet aggregation inhibitors excl. heparin
73000980,B01AC,Platelet aggregation inhibitors excl. heparin
59001110,B01AC,Platelet aggregation inhibitors excl. heparin
625202190,B01AC,Platelet aggregation inhibitors excl. heparin
642105530,B01AC,Platelet aggregation inhibitors excl. heparin
644704300,B01AC,Platelet aggregation inhibitors excl. heparin
652604020,B01AC,Platelet aggregation inhibitors excl. heparin
645404310,B01AC,Platelet aggregation inhibitors excl. heparin
640006870,B01AC,Platelet aggregation inhibitors excl. heparin
641605940,B01AC,Platelet aggregation inhibitors excl. heparin
644309230,B01AC,Platelet aggregation inhibitors excl. heparin
622803500,B01AC,Platelet aggregation inhibitors excl. heparin
653805450,B01AC,Platelet aggregation inhibitors excl. heparin
643704700,B01AC,Platelet aggregation inhibitors excl. heparin
670608220,B01AC,Platelet aggregation inhibitors excl. heparin
649104420,B01AC,Platelet aggregation inhibitors excl. heparin
649605120,B01AC,Platelet aggregation inhibitors excl. heparin
657307670,B01AC,Platelet aggregation inhibitors excl. heparin
648603780,B01AC,Platelet aggregation inhibitors excl. heparin
665002650,B01AC,Platelet aggregation inhibitors excl. heparin
657806610,B01AC,Platelet aggregation inhibitors excl. heparin
649807450,B01AC,Platelet aggregation inhibitors excl. heparin
693903200,B01AC,Platelet aggregation inhibitors excl. heparin
644500940,B01AC05,ticlopidine
644500930,B01AC05,ticlopidine
657202300,B01AC,Platelet aggregation inhibitors excl. heparin
645204080,B01AC,Platelet aggregation inhibitors excl. heparin
73001170,B01AC,Platelet aggregation inhibitors excl. heparin
653402280,B01AC,Platelet aggregation inhibitors excl. heparin
650303620,B01AC,Platelet aggregation inhibitors excl. heparin
694002050,B01AC,Platelet aggregation inhibitors excl. heparin
658603410,B01AC,Platelet aggregation inhibitors excl. heparin
653005890,B01AC,Platelet aggregation inhibitors excl. heparin
649103370,B01AC,Platelet aggregation inhibitors excl. heparin
645404880,B01AC,Platelet aggregation inhibitors excl. heparin
665506950,B01AC,Platelet aggregation inhibitors excl. heparin
693902520,B01AC,Platelet aggregation inhibitors excl. heparin
656004620,B01AC,Platelet aggregation inhibitors excl. heparin
657806170,B01AC,Platelet aggregation inhibitors excl. heparin
661905060,B01AC,Platelet aggregation inhibitors excl. heparin
628901260,B01AC,Platelet aggregation inhibitors excl. heparin
657307580,B01AC,Platelet aggregation inhibitors excl. heparin
658107410,B01AC,Platelet aggregation inhibitors excl. heparin
623006440,B01AC,Platelet aggregation inhibitors excl. heparin
645906590,B01AC,Platelet aggregation inhibitors excl. heparin
671706350,B01AC,Platelet aggregation inhibitors excl. heparin
649605590,B01AC,Platelet aggregation inhibitors excl. heparin
644702910,B01AC,Platelet aggregation inhibitors excl. heparin
698003400,B01AC,Platelet aggregation inhibitors excl. heparin
644704780,B01AC,Platelet aggregation inhibitors excl. heparin
653602770,B02BX05,eltrombopag
653602830,B02BX05,eltrombopag
647603721,A07CA,Oral rehydration salt formulations
647603723,A07CA,Oral rehydration salt formulations
649600790,A05BA,Liver therapy
652300040,A05BA,Liver therapy
655600490,A05BA,Liver therapy
662501930,A05BA,Liver therapy
649104720,A05BA,Liver therapy
654300520,A05BA,Liver therapy
648600310,A05BA,Liver therapy
640900320,A05BA,Liver therapy
649401060,A05BA,Liver therapy
698500260,A05BA,Liver therapy
694001700,A05BA,Liver therapy
53300850,A05BA,Liver therapy
653800360,A05BA,Liver therapy
663600350,A05BA,Liver therapy
648100640,A05BA,Liver therapy
645601090,A05BA,Liver therapy
654001410,A05BA,Liver therapy
647802650,A05BA,Liver therapy
73000920,A05BA,Liver therapy
669802480,A05BA,Liver therapy
643903770,A05BA03,silymarin
679600630,A05BA03,silymarin
655604840,A05BA03,silymarin
649103880,A05BA03,silymarin
649400380,A05BA03,silymarin
653000610,A05BA03,silymarin
649104110,A05BA03,silymarin
642200220,A05BA03,silymarin
642200210,A05BA03,silymarin
650001930,J05AF05,lamivudine
641701140,A05BA09,metadoxine
653005711,A05BA06,ornithine oxoglurate
625500301,A05BA06,ornithine oxoglurate
651600895,A05BA06,ornithine oxoglurate
653005581,A05BA06,ornithine oxoglurate
644309540,A05AA02,ursodeoxycholic acid
649103890,A05AA02,ursodeoxycholic acid
641602040,A05AA02,ursodeoxycholic acid
659901660,A05AA02,ursodeoxycholic acid
652300700,A05BA,Liver therapy
693900080,A05BA,Liver therapy
652301060,A05AA,Bile acids and derivatives
643309240,A05AA,Bile acids and derivatives
659900980,A05AA,Bile acids and derivatives
643903350,A05AA,Bile acids and derivatives
653005700,A05AA,Bile acids and derivatives
644003620,A05AA,Bile acids and derivatives
658603330,A05AA,Bile acids and derivatives
664900890,A05AA,Bile acids and derivatives
698503010,A05AA,Bile acids and derivatives
649101750,A05AA,Bile acids and derivatives
656004060,A05AA,Bile acids and derivatives
644102600,A05AA,Bile acids and derivatives
670103790,A05AA,Bile acids and derivatives
651503650,A05AA,Bile acids and derivatives
653403300,A05AA,Bile acids and derivatives
628900460,A05AA,Bile acids and derivatives
628800590,A05AA,Bile acids and derivatives
52700630,A05AA,Bile acids and derivatives
657804430,A05AA,Bile acids and derivatives
697100160,A05AA,Bile acids and derivatives
698002810,A05AA,Bile acids and derivatives
645208850,A05AA,Bile acids and derivatives
653102300,A05AA,Bile acids and derivatives
661904490,A05AA,Bile acids and derivatives
658203140,A05AA,Bile acids and derivatives
658502020,A05AA,Bile acids and derivatives
650303530,A05AA,Bile acids and derivatives
657306950,A05AA,Bile acids and derivatives
694204680,A05AA,Bile acids and derivatives
645906320,A05AA,Bile acids and derivatives
647204470,A05AA,Bile acids and derivatives
622803030,A05AA,Bile acids and derivatives
648104020,A05AA,Bile acids and derivatives
652904030,A05AA,Bile acids and derivatives
665507020,A05AA,Bile acids and derivatives
629701450,A05AA,Bile acids and derivatives
670402090,A05AA,Bile acids and derivatives
654005150,A05AA,Bile acids and derivatives
645605000,A05AA,Bile acids and derivatives
689000930,A05AA,Bile acids and derivatives
647804990,A05AA,Bile acids and derivatives
651205640,A05AA,Bile acids and derivatives
660703490,A05AA,Bile acids and derivatives
679601370,A05AA,Bile acids and derivatives
655605440,A05AA,Bile acids and derivatives
694001530,A05AA,Bile acids and derivatives
649806990,A05AA,Bile acids and derivatives
640902240,A05AA,Bile acids and derivatives
693200460,A05AA,Bile acids and derivatives
648507320,A05AA,Bile acids and derivatives
643103980,A05AA,Bile acids and derivatives
669804550,A05AA,Bile acids and derivatives
662503120,A05AA,Bile acids and derivatives
665002860,A05AA,Bile acids and derivatives
643704860,A05AA,Bile acids and derivatives
643604550,J05AF08,adefovir dipivoxil
642203020,J05AF08,adefovir dipivoxil
642506270,J05AF08,adefovir dipivoxil
653402030,J05AF08,adefovir dipivoxil
657805730,J05AF08,adefovir dipivoxil
645403400,J05AF08,adefovir dipivoxil
