substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
363533BIJ,정맥주사용 B형 간염 사람면역글로불린,nan,J06BB04,정맥주사용 B형 간염 사람면역글로불린
230503BIJ,정제대두유,fat emulsions,B05BA02,정제대두유
230504BIJ,정제대두유,fat emulsions,B05BA02,정제대두유
372504CDS,정제된특수처치젤라틴,absorbable gelatin sponge,B02BC01,정제된특수처치젤라틴
372505CDS,정제된특수처치젤라틴,absorbable gelatin sponge,B02BC01,정제된특수처치젤라틴
372506CDS,정제된특수처치젤라틴,absorbable gelatin sponge,B02BC01,정제된특수처치젤라틴
482030BIJ,정제튜베르쿨린(PPD,tuberculin,V04CF01,정제튜베르쿨린(PPD
107730CLT,젖산암모늄액,Other emollients and protectives,D02AX,젖산암모늄액
731200ATR,"제미글립틴,메트포르민",metformin and gemigliptin,A10BD18,"제미글립틴,메트포르민"
619101ATB,제미글립틴타르타르산염1.5수화물,gemigliptin,A10BH06,제미글립틴타르타르산염1.5수화물
442902BIJ,제미플록사신메탄설폰산염,gemifloxacin,J01MA15,제미플록사신메탄설폰산염
164932BIJ,젬시타빈염산염,gemcitabine,L01BC05,젬시타빈염산염
164933BIJ,젬시타빈염산염,gemcitabine,L01BC05,젬시타빈염산염
164930BIJ,젬시타빈염산염,nan,L01BC05,젬시타빈염산염
164931BIJ,젬시타빈염산염,nan,L01BC05,젬시타빈염산염
250601ATB,조니사미드,zonisamide,N03AX15,조니사미드
420730BIJ,졸레드론산일수화물,zoledronic acid,M05BA08,졸레드론산일수화물
420731BIJ,졸레드론산일수화물,zoledronic acid,M05BA08,졸레드론산일수화물
420732BIJ,졸레드론산일수화물,zoledronic acid,M05BA08,졸레드론산일수화물
415601ATB,졸미트립탄,nan,,졸미트립탄
250501ATB,졸피뎀타르타르산염,nan,N05CF02,졸피뎀타르타르산염
250502ATB,졸피뎀타르타르산염,zolpidem,N05CF02,졸피뎀타르타르산염
250503ATR,졸피뎀타르타르산염,zolpidem,N05CF02,졸피뎀타르타르산염
250504ATR,졸피뎀타르타르산염,zolpidem,N05CF02,졸피뎀타르타르산염
250801ATB,죠테핀,zotepine,N05AX11,죠테핀
250802ATB,죠테핀,zotepine,N05AX11,죠테핀
250803ATB,죠테핀,zotepine,N05AX11,죠테핀
108501BIJ,주사용리포좀화한암포테리신B,amphotericin B,J02AA01,주사용리포좀화한암포테리신B
249201BIJ,주사용수,"Solvents and diluting agents, incl. irrigating solutions",V07AB,주사용수
249202BIJ,주사용수,"Solvents and diluting agents, incl. irrigating solutions",V07AB,주사용수
329000BIJ,주사용아목시실린나트륨.클라부란산칼륨,amoxicillin and beta-lactamase inhibitor,J01CR02,주사용아목시실린나트륨.클라부란산칼륨
381300BIJ,주사용아목시실린나트륨ㆍ설박탐나트륨,amoxicillin and beta-lactamase inhibitor,J01CR02,주사용아목시실린나트륨ㆍ설박탐나트륨
381500BIJ,주사용아목시실린나트륨ㆍ설박탐나트륨,amoxicillin and beta-lactamase inhibitor,J01CR02,주사용아목시실린나트륨ㆍ설박탐나트륨
249401ATB,지파미드,xipamide,C03BA10,지파미드
122831CCM,천연캡사이신,capsaicin,M02AB01,천연캡사이신
122832CCM,천연캡사이신,capsaicin,M02AB01,천연캡사이신
379302ACH,철-아세틸트랜스페린,ferric acetyl transferrin,B03AB08,철-아세틸트랜스페린
379330ALQ,철아세틸트랜스페린,ferric acetyl transferrin,B03AB08,철아세틸트랜스페린
167201BIJ,초산고세렐린,goserelin,L02AE03,초산고세렐린
167202BIJ,초산고세렐린,goserelin,L02AE03,초산고세렐린
121701ATB,초산칼슘,Drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE,초산칼슘
244902BIJ,초산트립토렐린,triptorelin,L02AE04,초산트립토렐린
482201BIJ,치오펜탈나트륨,thiopental,N01AF03,치오펜탈나트륨
482202BIJ,치오펜탈나트륨,thiopental,N01AF03,치오펜탈나트륨
360530BIJ,치오황산나트륨,thiosulfate,V03AB06,치오황산나트륨
121801ATB,침강탄산칼슘,calcium carbonate,A02AC01,침강탄산칼슘
734101BIJ,"카나키누맙,유전자재조합",nan,,"카나키누맙,유전자재조합"
618401ATD,카르글루민산,carglumic acid,A16AA05,카르글루민산
123102ATB,카르바마제핀,carbamazepine,N03AF01,카르바마제핀
123102ATR,카르바마제핀,carbamazepine,N03AF01,카르바마제핀
123104ATR,카르바마제핀,carbamazepine,N03AF01,카르바마제핀
123130ASY,카르바마제핀,carbamazepine,N03AF01,카르바마제핀
125003ATB,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125004ACR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125004ATR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125005ATB,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125006ACR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125006ATR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125007ACR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125007ATR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125008ACR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125008ATR,카르베딜롤,carvedilol,C07AG02,카르베딜롤
125001ATB,카르베딜롤,nan,C07AG02,카르베딜롤
125002ATB,카르베딜롤,nan,C07AG02,카르베딜롤
123843ASY,카르보시스테인,carbocisteine,R05CB03,카르보시스테인
704501BIJ,카르복시말토오스수산화제이철착염,"Iron, parenteral preparations",B03AC,카르복시말토오스수산화제이철착염
704502BIJ,카르복시말토오스수산화제이철착염,"Iron, parenteral preparations",B03AC,카르복시말토오스수산화제이철착염
704503BIJ,카르복시말토오스수산화제이철착염,"Iron, parenteral preparations",B03AC,카르복시말토오스수산화제이철착염
228632COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228643COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228645COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228650COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228651COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228652COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228653COS,카르복시메틸셀룰로오스나트륨,artificial tears and other indifferent preparations,S01XA20,카르복시메틸셀룰로오스나트륨
228633COS,카르복시메틸셀룰로오스나트륨,nan,S01XA20,카르복시메틸셀룰로오스나트륨
228648COS,카르복시메틸셀룰로오스나트륨,nan,S01XA20,카르복시메틸셀룰로오스나트륨
471501ATB,카르비마졸,carbimazole,H03BB01,카르비마졸
471502ATB,카르비마졸,carbimazole,H03BB01,카르비마졸
124801ATB,카르테올롤염산염,carteolol,C07AA15,카르테올롤염산염
124833COS,카르테올롤염산염,carteolol,S01ED05,카르테올롤염산염
647801BIJ,카르필조밉,nan,,카르필조밉
647802BIJ,카르필조밉,nan,,카르필조밉
122501ATB,카모스타트메실산염,camostat,B02AB04,카모스타트메실산염
122502ATB,카모스타트메실산염,camostat,B02AB04,카모스타트메실산염
613901BIJ,카바지탁셀아세톤용매화물,cabazitaxel,L01CD04,카바지탁셀아세톤용매화물
123030BIJ,카바콜,carbachol,S01EB02,카바콜
517401ATB,카베르골린,cabergoline,G02CB03,카베르골린
517402ATB,카베르골린,cabergoline,G02CB03,카베르골린
517403ATB,카베르골린,cabergoline,G02CB03,카베르골린
666401ATB,카보잔티닙,cabozantinib,L01EX07,카보잔티닙
666402ATB,카보잔티닙,cabozantinib,L01EX07,카보잔티닙
666403ATB,카보잔티닙,cabozantinib,L01EX07,카보잔티닙
740101BIJ,카보테그라비르,nan,,카보테그라비르
707201ATB,카보테그라비르나트륨,nan,,카보테그라비르나트륨
123730BIJ,카보플라틴,carboplatin,L01XA02,카보플라틴
123731BIJ,카보플라틴,carboplatin,L01XA02,카보플라틴
123732BIJ,카보플라틴,carboplatin,L01XA02,카보플라틴
123733BIJ,카보플라틴,carboplatin,L01XA02,카보플라틴
123735BIJ,카보플라틴,carboplatin,L01XA02,카보플라틴
440001BIJ,카스포펀진아세테이트,caspofungin,J02AX04,카스포펀진아세테이트
440002BIJ,카스포펀진아세테이트,caspofungin,J02AX04,카스포펀진아세테이트
314300BIJ,카트리지,"lidocaine, combinations",N01BB52,카트리지
122701ATB,카페시타빈,capecitabine,L01BC06,카페시타빈
122702ATB,카페시타빈,capecitabine,L01BC06,카페시타빈
516800ALQ,카페인시트르산염,Respiratory stimulants,R07AB,카페인시트르산염
516800BIJ,카페인시트르산염,Respiratory stimulants,R07AB,카페인시트르산염
559700ALQ,카페인시트르산염,Respiratory stimulants,R07AB,카페인시트르산염
559800BIJ,카페인시트르산염,Respiratory stimulants,R07AB,카페인시트르산염
122601ATB,칸데사르탄실렉세틸,candesartan,C09CA06,칸데사르탄실렉세틸
122602ATB,칸데사르탄실렉세틸,candesartan,C09CA06,칸데사르탄실렉세틸
122603ATB,칸데사르탄실렉세틸,nan,C09CA06,칸데사르탄실렉세틸
122604ATB,칸데사르탄실렉세틸,nan,,칸데사르탄실렉세틸
179303ATE,칼리디노게나제,nan,C04AF01,칼리디노게나제
121601ACS,칼시트리올,calcitriol,A11CC04,칼시트리올
121630BIJ,칼시트리올,calcitriol,A11CC04,칼시트리올
121530COM,칼시포트리올,calcipotriol,D05AX02,칼시포트리올
186302BIJ,칼팍탄트,Lung surfactants,R07AA,칼팍탄트
186305BIJ,칼팍탄트,Lung surfactants,R07AA,칼팍탄트
122901ATB,캅토프릴,captopril,C09AA01,캅토프릴
122902ATB,캅토프릴,captopril,C09AA01,캅토프릴
122903ATB,캅토프릴,captopril,C09AA01,캅토프릴
529300ALQ,커피맛,nan,V06DB,커피맛
100301ACH,케노데속시콜산-우르소데속시콜산삼수화물마그네슘염,Bile acids and derivatives,A05AA,케노데속시콜산-우르소데속시콜산삼수화물마그네슘염
180001ATB,케토롤락트로메타민,ketorolac,M01AB15,케토롤락트로메타민
180030COS,케토롤락트로메타민염,ketorolac,S01BC05,케토롤락트로메타민염
180032COS,케토롤락트로메타민염,ketorolac,S01BC05,케토롤락트로메타민염
180033BIJ,케토롤락트로메타민염,nan,M01AB15,케토롤락트로메타민염
179632CCM,케토코나졸,ketoconazole,D01AC08,케토코나졸
180101ATB,케토티펜푸마르산염,ketotifen,R06AX17,케토티펜푸마르산염
180137COS,케토티펜푸마르산염,ketotifen,S01GX08,케토티펜푸마르산염
180138COS,케토티펜푸마르산염,ketotifen,S01GX08,케토티펜푸마르산염
180142ASY,케토티펜푸마르산염,ketotifen,R06AX17,케토티펜푸마르산염
180147COS,케토티펜푸마르산염,ketotifen,S01GX08,케토티펜푸마르산염
180151ASY,케토티펜푸마르산염,ketotifen,R06AX17,케토티펜푸마르산염
180140ASY,케토티펜푸마르산염,nan,,케토티펜푸마르산염
179732COM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179733CCM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179733COM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179734COM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179735CCM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179736CCM,케토프로펜,ketoprofen,M02AA10,케토프로펜
179901CPO,케토프로펜,ketoprofen,M02AA10,케토프로펜
179901CPL,케토프로펜,nan,M02AA10,케토프로펜
179903CPL,케토프로펜,nan,M02AA10,케토프로펜
137703ATB,코데인인산염수화물,codeine,R05DA04,코데인인산염수화물
132502ACH,콘드로이틴설페이트나트륨,chondroitin sulfate,M01AX25,콘드로이틴설페이트나트륨
484201BIJ,콜리스틴메탄설포네이트나트륨,colistin,J01XB01,콜리스틴메탄설포네이트나트륨
138101ACH,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138101APD,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138101ATB,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138103ASY,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138104ASY,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138130BIJ,콜린알포세레이트,choline alfoscerate,N07AX02,콜린알포세레이트
138101ACS,콜린알포세레이트,nan,N07AX02,콜린알포세레이트
137801ATB,콜키신,colchicine,M04AC01,콜키신
378603ATB,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378604ATB,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378605ATR,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378606ATR,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378607ATR,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378608ATR,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378609ATR,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378610ATB,쿠에티아핀푸마르산염,nan,N05AH04,쿠에티아핀푸마르산염
378601ATB,쿠에티아핀푸마르산염,quetiapine,N05AH04,쿠에티아핀푸마르산염
378602ATB,쿠에티아핀푸마르산염,quetiapine,N05AH04,쿠에티아핀푸마르산염
378605ATB,쿠에티아핀푸마르산염,quetiapine,N05AH04,쿠에티아핀푸마르산염
228835COS,크로모글리크산나트륨,cromoglicic acid,S01GX01,크로모글리크산나트륨
228834COS,크로몰린나트륨,cromoglicic acid,S01GX01,크로몰린나트륨
617501ACH,크리조티닙,crizotinib,L01ED01,크리조티닙
617502ACH,크리조티닙,crizotinib,L01ED01,크리조티닙
134801ATB,클라드리빈,cladribine,L04AA40,클라드리빈
134830BIJ,클라드리빈,nan,,클라드리빈
134902BIJ,클래리트로마이신,clarithromycin,J01FA09,클래리트로마이신
134904ATR,클래리트로마이신,clarithromycin,J01FA09,클래리트로마이신
134901ATB,클래리트로마이신,nan,J01FA09,클래리트로마이신
134904ATB,클래리트로마이신,nan,J01FA09,클래리트로마이신
134935ASY,클래리트로마이신,nan,J01FA09,클래리트로마이신
134937ASY,클래리트로마이신,nan,J01FA09,클래리트로마이신
135201ATB,클레마스틴푸마르산염,clemastine,R06AA04,클레마스틴푸마르산염
487802ACH,클레부딘,clevudine,J05AF12,클레부딘
136401ATB,클로나제팜,clonazepam,N03AE01,클로나제팜
136505ATR,클로니딘염산염,clonidine,C02AC01,클로니딘염산염
131201ATB,클로르디아제폭시드염산염,chlordiazepoxide,N05BA02,클로르디아제폭시드염산염
131202ATB,클로르디아제폭시드염산염,chlordiazepoxide,N05BA02,클로르디아제폭시드염산염
451302ATB,클로르탈리돈,nan,C03BA04,클로르탈리돈
131701ATB,클로르페네신카르바메이트,Other centrally acting agents,M03BX,클로르페네신카르바메이트
131702ATB,클로르페네신카르바메이트,Other centrally acting agents,M03BX,클로르페네신카르바메이트
131801ATB,클로르페니라민말레산염,chlorphenamine,R06AB04,클로르페니라민말레산염
131830BIJ,클로르페니라민말레산염,chlorphenamine,R06AB04,클로르페니라민말레산염
131901ATB,클로르프로마진염산염,chlorpromazine,N05AA01,클로르프로마진염산염
131321CDS,클로르헥시딘글루콘산염 액,chlorhexidine,D08AC02,클로르헥시딘글루콘산염 액
131303CCM,클로르헥시딘글루콘산염액,chlorhexidine,D08AC02,클로르헥시딘글루콘산염액
131311CDS,클로르헥시딘글루콘산염액,chlorhexidine,D08AC02,클로르헥시딘글루콘산염액
131330CLQ,클로르헥시딘글루콘산염액,chlorhexidine,R02AA05,클로르헥시딘글루콘산염액
131344CLQ,클로르헥시딘글루콘산염액,chlorhexidine,R02AA05,클로르헥시딘글루콘산염액
131348CLQ,클로르헥시딘글루콘산염액,chlorhexidine,R02AA05,클로르헥시딘글루콘산염액
131331CLQ,클로르헥시딘글루콘산염액,nan,R02AA05,클로르헥시딘글루콘산염액
131341CLQ,클로르헥시딘글루콘산염액,nan,R02AA05,클로르헥시딘글루콘산염액
136301ACH,클로미프라민염산염,clomipramine,N06AA04,클로미프라민염산염
136302ACH,클로미프라민염산염,clomipramine,N06AA04,클로미프라민염산염
135702ATB,클로바잠,clobazam,N05BA09,클로바잠
135831CCM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135831COM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135833CLQ,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135834CLQ,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135835CLQ,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135836CLQ,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135838CLQ,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135839CLT,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135842CCM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135842COM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135844CCM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135844COM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135845COM,클로베타솔프로피오네이트,clobetasol,D07AD01,클로베타솔프로피오네이트
135837CLQ,클로베타솔프로피오네이트,nan,D07AD01,클로베타솔프로피오네이트
474601BIJ,클로스트리디움 보툴리눔 독소 A형,nan,M03AX01,클로스트리디움 보툴리눔 독소 A형
474602BIJ,클로스트리디움보툴리눔A형독소-혈구응집소복합체,botulinum toxin,M03AX01,클로스트리디움보툴리눔A형독소-혈구응집소복합체
474603BIJ,클로스트리디움보툴리눔독소A형,botulinum toxin,M03AX01,클로스트리디움보툴리눔독소A형
474605BIJ,클로스트리디움보툴리눔독소A형,botulinum toxin,M03AX01,클로스트리디움보툴리눔독소A형
137501ATB,클로자핀,clozapine,N05AH02,클로자핀
137502ATB,클로자핀,clozapine,N05AH02,클로자핀
137503ATB,클로자핀,clozapine,N05AH02,클로자핀
137504ATB,클로자핀,clozapine,N05AH02,클로자핀
137403CTB,클로트리마졸,clotrimazole,G01AF02,클로트리마졸
137431CCM,클로트리마졸,clotrimazole,D01AC01,클로트리마졸
137433CCM,클로트리마졸,clotrimazole,D01AC01,클로트리마졸
137434CCM,클로트리마졸,clotrimazole,D01AC01,클로트리마졸
137435CCM,클로트리마졸,clotrimazole,D01AC01,클로트리마졸
137436CCM,클로트리마졸,clotrimazole,D01AC01,클로트리마졸
137401CTB,클로트리마졸,nan,G01AF02,클로트리마졸
614330BIJ,클로파라빈,clofarabine,L01BB06,클로파라빈
498801ATB,클로피도그렐나파디실레이트일수화물,clopidogrel,B01AC04,클로피도그렐나파디실레이트일수화물
492501ATB,클로피도그렐레지네이트,clopidogrel,B01AC04,클로피도그렐레지네이트
495201ATB,클로피도그렐베실산염,clopidogrel,B01AC04,클로피도그렐베실산염
501501ATB,클로피도그렐캄실산염,clopidogrel,B01AC04,클로피도그렐캄실산염
136902ATB,클로피도그렐황산염,clopidogrel,B01AC04,클로피도그렐황산염
136901ATB,클로피도그렐황산염,nan,B01AC04,클로피도그렐황산염
135401ACH,클린다마이신염산염,clindamycin,J01FF01,클린다마이신염산염
135630BIJ,클린다마이신포스페이트,clindamycin,J01FF01,클린다마이신포스페이트
135631BIJ,클린다마이신포스페이트,clindamycin,J01FF01,클린다마이신포스페이트
135632CCM,클린다마이신포스페이트,clindamycin,G01AA10,클린다마이신포스페이트
234501ATB,타목시펜시트르산염,tamoxifen,L02BA01,타목시펜시트르산염
234502ATB,타목시펜시트르산염,tamoxifen,L02BA01,타목시펜시트르산염
495301BIJ,타이제사이클린,tigecycline,J01AA12,타이제사이클린
234205ACR,타크로리무스,tacrolimus,L04AD02,타크로리무스
234206ACR,타크로리무스,tacrolimus,L04AD02,타크로리무스
234207ACR,타크로리무스,tacrolimus,L04AD02,타크로리무스
234201ACH,타크로리무스수화물,nan,L04AD02,타크로리무스수화물
234203ACH,타크로리무스수화물,nan,L04AD02,타크로리무스수화물
234201ATB,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
234203ATB,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
234204ACH,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
234204ATB,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
234208ATB,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
234230BIJ,타크로리무스수화물,tacrolimus,L04AD02,타크로리무스수화물
426330COM,타크로리무스수화물,tacrolimus,D11AH01,타크로리무스수화물
426331COM,타크로리무스수화물,tacrolimus,D11AH01,타크로리무스수화물
426332COM,타크로리무스수화물,tacrolimus,D11AH01,타크로리무스수화물
426333COM,타크로리무스수화물,tacrolimus,D11AH01,타크로리무스수화물
728001ACS,타파미디스,nan,,타파미디스
660901ACS,타파미디스메글루민염,tafamidis,N07XX08,타파미디스메글루민염
628401ATB,타펜타돌염산염,nan,,타펜타돌염산염
628401ATR,타펜타돌염산염,nan,,타펜타돌염산염
628402ATR,타펜타돌염산염,nan,,타펜타돌염산염
628404ATR,타펜타돌염산염,nan,,타펜타돌염산염
509030COS,타플루프로스트,tafluprost,S01EE05,타플루프로스트
509031COS,타플루프로스트,tafluprost,S01EE05,타플루프로스트
184701ATB,탄산리튬,lithium,N05AN01,탄산리튬
228503BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228505BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228506BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228509BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228515BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228518BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228519BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228523BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228532BIS,탄산수소나트륨,"Hemodialytics, concentrates",B05ZA,탄산수소나트륨
228504BIS,탄산수소나트륨,nan,B05ZA,탄산수소나트륨
228531BIS,탄산수소나트륨,nan,B05ZA,탄산수소나트륨
234401ATB,탈니플루메이트,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX,탈니플루메이트
485701ACH,탈리도마이드,nan,L04AX02,탈리도마이드
485702ACH,탈리도마이드,nan,L04AX02,탈리도마이드
234601ACR,탐스로신염산염,nan,G04CA02,탐스로신염산염
234601ATR,탐스로신염산염,nan,G04CA02,탐스로신염산염
234603ACR,탐스로신염산염,nan,G04CA02,탐스로신염산염
234603ATR,탐스로신염산염,nan,G04CA02,탐스로신염산염
234601ATD,탐스로신염산염,tamsulosin,G04CA02,탐스로신염산염
234603ATD,탐스로신염산염,tamsulosin,G04CA02,탐스로신염산염
169402BIJ,태반성성선자극호르몬,chorionic gonadotrophin,G03GA01,태반성성선자극호르몬
169404BIJ,태반성성선자극호르몬,chorionic gonadotrophin,G03GA01,태반성성선자극호르몬
675801ATB,테고프라잔,tegoprazan,A02BC09,테고프라잔
675801ATD,테고프라잔,tegoprazan,A02BC09,테고프라잔
675802ATB,테고프라잔,tegoprazan,A02BC09,테고프라잔
675802ATD,테고프라잔,tegoprazan,A02BC09,테고프라잔
627301ATB,테네리글립틴브롬화수소산염수화물,teneligliptin,A10BH08,테네리글립틴브롬화수소산염수화물
695301ATB,테네리글립틴염산염수화물,teneligliptin,A10BH08,테네리글립틴염산염수화물
695401ATB,테네리글립틴이토실산염이수화물,teneligliptin,A10BH08,테네리글립틴이토실산염이수화물
664901ATB,테노포비르디소프록실,tenofovir disoproxil,J05AF07,테노포비르디소프록실
665101ATB,테노포비르디소프록실아스파르트산염,tenofovir disoproxil,J05AF07,테노포비르디소프록실아스파르트산염
665201ATB,테노포비르디소프록실오로트산염,tenofovir disoproxil,J05AF07,테노포비르디소프록실오로트산염
665001ATB,테노포비르디소프록실인산염,tenofovir disoproxil,J05AF07,테노포비르디소프록실인산염
493901ATB,테노포비르디소프록실푸마르산염,tenofovir disoproxil,J05AF07,테노포비르디소프록실푸마르산염
665501ATB,테노포비르디소프록실헤미에디실산염,tenofovir disoproxil,J05AF07,테노포비르디소프록실헤미에디실산염
716401ATB,테노포비르알라페나미드숙신산염,tenofovir alafenamide,J05AF13,테노포비르알라페나미드숙신산염
715101ATB,테노포비르알라페나미드시트르산염,tenofovir alafenamide,J05AF13,테노포비르알라페나미드시트르산염
720701ATB,테노포비르알라페나미드헤미말산염,tenofovir alafenamide,J05AF13,테노포비르알라페나미드헤미말산염
716301ATB,테노포비르알라페나미드헤미타르타르산염,tenofovir alafenamide,J05AF13,테노포비르알라페나미드헤미타르타르산염
665301ATB,테노포비르알라페나미드헤미푸마르산염,tenofovir alafenamide,J05AF13,테노포비르알라페나미드헤미푸마르산염
235502ATB,테라조신염산염수화물,nan,G04CA03,테라조신염산염수화물
235503ATB,테라조신염산염수화물,nan,G04CA03,테라조신염산염수화물
235501ATB,테라조신염산염수화물,terazosin,G04CA03,테라조신염산염수화물
235630CCM,테르비나핀,terbinafine,D01AE15,테르비나핀
235631CCM,테르비나핀,terbinafine,D01AE15,테르비나핀
235632CCM,테르비나핀,terbinafine,D01AE15,테르비나핀
235633CCM,테르비나핀,terbinafine,D01AE15,테르비나핀
235731CCM,테르비나핀염산염,nan,D01AE15,테르비나핀염산염
235733CCM,테르비나핀염산염,nan,D01AE15,테르비나핀염산염
235735CCM,테르비나핀염산염,nan,D01AE15,테르비나핀염산염
235736CLQ,테르비나핀염산염,nan,D01AE15,테르비나핀염산염
235747ATB,테르비나핀염산염,nan,D01BA02,테르비나핀염산염
235744CCM,테르비나핀염산염,terbinafine,D01AE15,테르비나핀염산염
235745CCM,테르비나핀염산염,terbinafine,D01AE15,테르비나핀염산염
236003BIJ,테를리프레신아세트산염,terlipressin,H01BA04,테를리프레신아세트산염
236030BIJ,테를리프레신아세트산염,terlipressin,H01BA04,테를리프레신아세트산염
487502BIJ,테리파라타이드,nan,H05AA02,테리파라타이드
646301BIJ,테리파라타이드아세트산염,teriparatide,H05AA02,테리파라타이드아세트산염
624701ATB,테리플루노마이드,teriflunomide,L04AK02,테리플루노마이드
358202ACH,테모졸로미드,temozolomide,L01AX03,테모졸로미드
358203ACH,테모졸로미드,temozolomide,L01AX03,테모졸로미드
358204ACH,테모졸로미드,temozolomide,L01AX03,테모졸로미드
503301ACH,테오브로민,theobromine,R03DA07,테오브로민
237001ACR,테오필린,theophylline,R03DA04,테오필린
237003ACR,테오필린,theophylline,R03DA04,테오필린
237031ASY,테오필린,theophylline,R03DA04,테오필린
234901BIJ,테이코플라닌,teicoplanin,J01XA02,테이코플라닌
234902BIJ,테이코플라닌,teicoplanin,J01XA02,테이코플라닌
234903BIJ,테이코플라닌,teicoplanin,J01XA02,테이코플라닌
366530BIJ,테트라코삭티드,tetracosactide,H01AA02,테트라코삭티드
369101BIJ,테트라키스(2-메톡시이소부틸이소니트릴,nan,V09GA01,테트라키스(2-메톡시이소부틸이소니트릴
740001ATB,테포티닙염산염수화물,nan,,테포티닙염산염수화물
235401ACH,테프레논,teprenone,A02BX15,테프레논
378801ATB,텔미사르탄,nan,C09CA07,텔미사르탄
378802ATB,텔미사르탄,nan,C09CA07,텔미사르탄
